kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_depth_missing,koi_prad_missing,koi_srad_missing,koi_steff_missing,koi_slogg_missing,koi_period_log,koi_depth_log,koi_prad_log,koi_srad_log
K03370.02,CONFIRMED,5.94228603,2.169,250.0,1.23,4891.0,4.516,0.805,14.779,0,0,0,0,0,1.9376311194141753,5.5254529391317835,0.8020015854720274,0.5905605917848442
K07735.01,CANDIDATE,382.30306,8.83,225.6,4.05,5993.0,3.733,2.59,13.104,0,0,0,0,0,5.948825955657539,5.423186348593906,1.6193882432872684,1.2781522025001875
K03371.01,CANDIDATE,58.1263775,4.018,271.5,1.32,5413.0,4.579,0.82,13.747,0,0,0,0,0,4.0796771446379525,5.607638614103299,0.8415671856782186,0.598836501088704
K03372.01,CONFIRMED,26.7575866,5.858,455.3,2.28,6215.0,4.44,1.052,15.42,0,0,0,0,0,3.3235091938189276,6.123150487933357,1.1878434223960523,0.7188149273085231
K03373.01,FALSE POSITIVE,57.0599992,7.463,66168.0,22.31,5931.0,4.545,0.863,15.936,0,0,0,0,0,4.061476944817635,11.099967354303123,3.1488824530476656,0.6221880916194514
K03438.01,CONFIRMED,14.5565618,4.554,103.8,1.08,6065.0,4.452,1.061,13.71,0,0,0,0,0,2.744482530323819,4.6520537718869415,0.7323678937132266,0.7231913019083219
K01731.02,FALSE POSITIVE,0.837898153,2.104,268.9,1.26,4748.0,4.526,0.797,15.72,0,0,0,0,0,0.6086226105374832,5.598051520023959,0.8153648132841945,0.586118607801422
K07747.01,FALSE POSITIVE,0.603086711,1.0869,1242.8,36.0,6353.0,4.397,1.134,13.989,0,0,0,0,0,0.4719309651151624,7.125926488669789,3.6109179126442243,0.7579981528795616
K03439.01,CONFIRMED,41.7084063,8.567,330.0,2.19,6434.0,4.394,1.138,14.155,0,0,0,0,0,3.7543957697109085,5.802118375377063,1.1600209167967532,0.7598708126028535
K03440.01,CONFIRMED,33.0257179,6.032,507.1,2.21,5819.0,4.468,0.99,15.606,0,0,0,0,0,3.5271166475067157,6.230678278599687,1.1662709371419244,0.688134638736401
K03441.01,FALSE POSITIVE,25.366990665,5.9556,150580.0,56.02,6208.0,4.454,1.024,15.538,0,0,0,0,0,3.272112874209519,11.922256424370241,4.043402083484526,0.7050757514252192
K03514.01,FALSE POSITIVE,428.32173928,40.5992,317000.0,49.76,5662.0,4.532,0.806,14.173,0,0,0,0,0,6.062206612848945,12.666660207428574,3.927108642846187,0.5911144549947938
K03515.01,FALSE POSITIVE,82.137609997,6.11904,210770.0,197.85,6395.0,3.904,2.012,12.261,0,0,0,0,0,4.420497186682886,12.258527515028069,5.2925507716536995,1.102604309937647
K07766.01,FALSE POSITIVE,3.06026014,2.545,59.9,0.83,5878.0,4.426,1.01,14.255,0,0,0,0,0,1.4012470454526227,4.109233174715851,0.6043159668533296,0.6981347220709844
K03516.01,FALSE POSITIVE,24.0612744,19.9438,440150.0,83.77,6461.0,4.338,1.138,14.158,0,0,0,0,0,3.2213238021254225,12.994873128839215,4.439941706620314,0.7598708126028535
K03517.01,FALSE POSITIVE,66.36099916,20.0614,416740.0,61.42,5583.0,4.463,0.857,15.327,0,0,0,0,0,4.210066202959453,12.940220204698987,4.133885736842633,0.6189622823705687
K03518.01,FALSE POSITIVE,8.939461148,6.19136,357830.0,153.32,6461.0,3.846,2.225,14.002,0,0,0,0,0,2.296512808736266,12.787816086885007,5.0390283685974735,1.170932950247736
K03520.01,FALSE POSITIVE,135.58607679,5.54241,363130.0,89.83,6401.0,4.324,1.301,13.674,0,0,0,0,0,4.916955015075029,12.802518929687606,4.508989627514122,0.8333438110532287
K03598.01,FALSE POSITIVE,18.79862195,7.4782,380200.0,55.07,5334.0,4.585,0.796,17.628,0,0,0,0,0,2.985612336793554,12.848455339227641,4.026600910135581,0.5855619698800079
K03599.01,FALSE POSITIVE,6.30828538,2.48633,113530.0,29.34,5069.0,4.524,0.78,16.515,0,0,0,0,0,1.9890086881090894,11.639831206364304,3.4124669739203863,0.5766133643039938
K03600.01,FALSE POSITIVE,4.80912667,7.9331,134090.0,44.3,6462.0,4.371,1.166,14.038,0,0,0,0,0,1.7594302445912096,11.806273952923558,3.8133070324889884,0.7728821485787989
K03601.01,FALSE POSITIVE,2.33211505,2.96723,105950.0,140.22,6384.0,4.348,1.094,14.087,0,0,0,0,0,1.2036072525200152,11.57073200206625,4.950318958088201,0.7390761124483451
K01875.02,CONFIRMED,0.53835407,1.5045,190.2,1.67,5539.0,4.244,1.207,14.498,0,0,0,0,0,0.43071305915251507,5.2533200006173,0.9820784724121581,0.7916341272745994
K03602.01,FALSE POSITIVE,249.36211832,8.3559,35830.0,48.69,5940.0,4.352,1.02,13.867,0,0,0,0,0,5.522908343116727,10.486568719482518,3.905803705614229,0.7030975114131134
K01627.03,CANDIDATE,3.80675878,2.092,231.9,2.75,6068.0,4.04,1.797,15.767,0,0,0,0,0,1.5700230066666538,5.450609176890295,1.3217558399823195,1.0285474142198225
K07736.01,FALSE POSITIVE,0.664727127,1.561,16.2,0.46,6143.0,4.344,1.116,12.879,0,0,0,0,0,0.509661222313665,2.8449093838194073,0.3784364357202451,0.749527513996053
K03374.01,CONFIRMED,9.5084871,4.372,97.9,1.65,6144.0,4.106,1.668,14.44,0,0,0,0,0,2.3521832259069013,4.594109238628667,0.9745596399981308,0.9813291280533772
K03374.02,CANDIDATE,34.1086562,6.405,133.8,1.95,6144.0,4.106,1.668,14.44,0,0,0,0,0,3.55844771545186,4.9037921984782065,1.0818051703517284,0.9813291280533772
K03375.01,CONFIRMED,47.0563327,4.807,762.0,2.57,5889.0,4.492,0.924,15.695,0,0,0,0,0,3.87237392069686,6.637258031284457,1.2725655957915476,0.6544063522435147
K03376.02,FALSE POSITIVE,179.85022331,2.95,70.8,1.08,5780.0,4.438,1.0,14.372,1,1,1,1,1,5.197669193177549,4.273884476054178,0.7323678937132266,0.6931471805599453
K03377.01,CANDIDATE,10.0100312,1.35,375.8,0.99,4338.0,4.731,0.508,15.318,0,0,0,0,0,2.3988067845180394,5.931714542702208,0.688134638736401,0.4107842695857643
K03443.01,CONFIRMED,96.169569,7.496,894.5,2.07,5340.0,4.633,0.702,15.796,0,0,0,0,0,4.576457586316143,6.797382221500767,1.1216775615991057,0.5318040301511824
K07748.01,FALSE POSITIVE,1.55090374,3.028,11.3,1.11,7612.0,3.787,2.968,11.626,0,0,0,0,0,0.936447704225847,2.509599262378372,0.7466879474879752,1.3782621894226263
K03444.01,CANDIDATE,12.67143692,2.498,215.8,0.76,3705.0,4.721,0.529,13.693,0,0,0,0,0,2.615308760061716,5.378975269565491,0.5653138090500605,0.42461392694692524
K03444.02,CANDIDATE,60.32668824,1.6864,3146.7,4.98,3705.0,4.721,0.529,13.693,0,0,0,0,0,4.116215119158206,8.054427306393807,1.7884205679625405,0.42461392694692524
K03444.03,CANDIDATE,2.63595435,1.309,93.7,0.5,3705.0,4.721,0.529,13.693,0,0,0,0,0,1.290871621230917,4.550714000192032,0.4054651081081644,0.42461392694692524
K03445.01,CONFIRMED,82.303914,15.404,737.0,4.47,5602.0,4.13,1.425,15.654,0,0,0,0,0,4.42249553486367,6.6039438246004725,1.6992786164338898,0.8858315243894466
K03521.01,FALSE POSITIVE,131.97827736,7.14981,345940.0,147.83,4916.0,3.717,2.182,14.313,0,0,0,0,0,4.890185786761963,12.75402351926842,5.0028047149810675,1.157509929915595
K07768.01,FALSE POSITIVE,0.789171236,1.734,73.4,0.69,4776.0,4.516,0.811,15.352,0,0,0,0,0,0.5817525159885759,4.309455941839047,0.5247285289349821,0.5938791789012764
K01806.02,CONFIRMED,17.9346606,6.25,142.7,2.8,6426.0,4.013,1.775,13.474,0,0,0,0,0,2.9409941367146337,4.967727793084979,1.33500106673234,1.0206507471983979
K03522.01,FALSE POSITIVE,241.07074582,9.88863,70292.0,76.53,9414.0,3.883,2.777,10.656,0,0,0,0,0,5.489230021533404,11.160427499583543,4.350664958230868,1.3289300437303198
K03523.01,FALSE POSITIVE,106.17593813,10.4168,164740.0,54.91,6038.0,4.254,1.141,13.742,0,0,0,0,0,4.674471765699755,12.012129822647996,4.0237432550385535,0.7612730096075457
K03524.01,FALSE POSITIVE,184.6467208,18.9869,410270.0,72.8,5713.0,4.414,1.023,15.603,0,0,0,0,0,5.223845517122086,12.924573195942077,4.301358731606427,0.7045815581856084
K03525.01,FALSE POSITIVE,6.282033445,8.3777,181790.0,144.85,6074.0,4.45,0.976,14.118,0,0,0,0,0,1.9854101425743342,12.11061295454961,4.98257869631373,0.681074599325676
K03603.01,FALSE POSITIVE,5.519188936,7.1351,217070.0,43.06,5324.0,4.439,0.897,16.117,0,0,0,0,0,1.8747499718816794,12.28797976794806,3.785552341374197,0.6402736909528771
K07780.01,CANDIDATE,5.3360574,3.877,54.7,1.52,6742.0,3.925,2.032,12.691,0,0,0,0,0,1.8462567138145234,4.019980146933238,0.924258901523332,1.1092224677801252
K03604.01,FALSE POSITIVE,4.818863794,6.2625,65936.0,51.32,6313.0,3.936,1.935,14.55,0,0,0,0,0,1.7611050182859578,11.096455019685383,3.9573787071489432,1.0767074532800598
K03605.01,FALSE POSITIVE,178.26802035,5.86461,45754.0,34.07,5126.0,4.578,0.696,14.16,0,0,0,0,0,5.1888820063653665,10.731056354349478,3.5573460641520867,0.5282725373697112
K03606.01,FALSE POSITIVE,2.181555909,4.41739,85407.0,91.3,6584.0,4.331,1.246,14.182,0,0,0,0,0,1.1573703566936193,11.35519505220425,4.525044141508807,0.8091508563162514
K03607.01,FALSE POSITIVE,0.895276162,3.0518,319080.0,172.25,5242.0,3.631,2.55,16.397,0,0,0,0,0,0.6393645598426455,12.673200268030435,5.1547356380700124,1.2669476034873244
K03608.01,FALSE POSITIVE,244.83274973,4.37001,40206.0,38.3,6105.0,4.443,0.993,13.556,0,0,0,0,0,5.504651425563386,10.60179638880159,3.6712245188752153,0.6896410412306576
K03379.01,CONFIRMED,30.4544418,6.896,472.1,2.6,6283.0,4.472,0.984,15.268,0,0,0,0,0,3.4485402068782016,6.159306782637103,1.2809338454620645,0.6851150088626811
K03380.01,FALSE POSITIVE,10.26558924,3.879,254.6,1.65,5774.0,4.458,0.98,14.658,0,0,0,0,0,2.4217528796622645,5.5436137225033795,0.9745596399981308,0.6830968447064438
K03382.01,FALSE POSITIVE,18.9257333,6.149,188.5,16.74,5455.0,4.421,0.909,13.857,0,0,0,0,0,2.992012027010357,5.244389024522481,2.8758219768814333,0.6465795447436106
K03383.01,CONFIRMED,37.8862977,5.218,672.2,2.09,5513.0,4.551,0.818,15.848,0,0,0,0,0,3.660641944355896,6.512042462316651,1.128171090909654,0.597736995755287
K03384.01,CANDIDATE,10.54841329,1.872,102.9,3.89,6047.0,4.387,1.092,13.204,0,0,0,0,0,2.4465480500414736,4.6434288981051814,1.5871923034867808,0.7381205462026765
K07749.01,CANDIDATE,133.6348207,1.584,420.9,1.89,5202.0,4.434,0.918,13.623,0,0,0,0,0,4.902566081376753,6.044768319130293,1.0612565021243408,0.6512829764612464
K03446.01,FALSE POSITIVE,11.9615433,3.129,424.5,2.24,6142.0,4.456,1.046,15.709,0,0,0,0,0,2.5619867656245785,6.053264948013429,1.1755733298042381,0.7158866675294348
K03448.01,CANDIDATE,32.510844,3.254,361.9,2.62,6074.0,4.244,1.358,14.863,0,0,0,0,0,3.5118690879435333,5.894127314219024,1.2864740258376797,0.8578138021151792
K01747.02,FALSE POSITIVE,0.56683399,0.75,70.8,1.08,5780.0,4.438,1.0,14.792,1,1,1,1,1,0.44905701647262164,4.273884476054178,0.7323678937132266,0.6931471805599453
K03449.01,FALSE POSITIVE,62.127677128,5.25005,37430.0,38.61,5344.0,4.494,0.807,14.822,0,0,0,0,0,4.145159296644763,10.53025451707913,3.6790816116338254,0.5916680116100914
K03450.01,FALSE POSITIVE,31.9730649,8.872,158.6,1.09,5811.0,4.571,0.811,14.545,0,0,0,0,0,3.495691013030011,5.072670685015709,0.7371640659767197,0.5938791789012764
K03451.01,CANDIDATE,10.90752977,2.764,186.0,1.58,6414.0,4.377,1.147,14.056,0,0,0,0,0,2.477170953794729,5.231108616854587,0.9477893989335261,0.764071518896644
K03526.01,FALSE POSITIVE,143.1188694,16.8109,255710.0,53.3,5713.0,4.554,0.851,14.996,0,0,0,0,0,4.970638440997609,12.451803179517063,3.9945242269398897,0.6157260335913605
K03527.01,FALSE POSITIVE,76.81985465,5.16249,229160.0,46.61,5654.0,4.59,0.774,14.063,0,0,0,0,0,4.354396599782882,12.342180092276303,3.8630428232064276,0.5732368838873878
K03528.01,FALSE POSITIVE,165.40574995,13.6363,66402.0,112.86,6061.0,3.759,2.185,12.724,0,0,0,0,0,5.114429082778079,11.103497515166799,4.734969623522936,1.1584522890241267
K03529.01,FALSE POSITIVE,71.661915163,6.33708,323610.0,55.04,5075.0,4.497,0.824,15.167,0,0,0,0,0,4.285817384317975,12.687297456172175,4.0260657214688065,0.6010318916521397
K03530.01,FALSE POSITIVE,9.44942685,6.40303,489000.0,68.38,5754.0,4.534,0.905,15.65,0,0,0,0,0,2.346547130016722,13.100119813444692,4.239598641541604,0.6444820085786643
K07781.01,FALSE POSITIVE,0.715802309,1.5586,2208.6,25.52,5239.0,4.6,0.757,15.579,0,0,0,0,0,0.5398807898837626,7.700566782655027,3.277899165317662,0.5636078092049601
K03531.01,FALSE POSITIVE,70.58284717,8.81169,150930.0,50.88,5973.0,4.516,0.904,14.624,0,0,0,0,0,4.270855480601598,11.924578057719545,3.948933359448243,0.6439569363691736
K03609.01,FALSE POSITIVE,2.995357359,6.57901,172400.0,112.12,5949.0,3.892,1.94,16.455,0,0,0,0,0,1.385133026782141,12.057578437658945,4.728449202148263,1.0784095813505903
K03610.01,FALSE POSITIVE,3.840485025,2.8592,31353.0,39.38,5731.0,4.532,0.823,15.26,0,0,0,0,0,1.577014927484535,10.353097129628477,3.6983346128846915,0.6004834956965259
K03610.02,FALSE POSITIVE,1.92027188,2.65,70.8,1.08,5780.0,4.438,1.0,15.26,1,1,1,1,1,1.0716767215348026,4.273884476054178,0.7323678937132266,0.6931471805599453
K01899.02,CANDIDATE,10.5226374,3.864,68.9,1.08,6327.0,4.327,1.175,14.563,0,0,0,0,0,2.4443135700369822,4.247065649239764,0.7323678937132266,0.7770286645406475
K03611.01,FALSE POSITIVE,10.443341795,3.94077,145290.0,44.35,6137.0,4.421,1.005,16.51,0,0,0,0,0,2.43740805824194,11.88649390682785,3.814410176561146,0.6956440607585325
K07737.01,FALSE POSITIVE,4.75307877,2.35,933.0,505.94,3486.0,0.5,180.013,13.524,0,0,0,0,0,1.7497351497742115,6.839476438228843,6.228392653392809,5.198568851891083
K03612.01,FALSE POSITIVE,19.515013291,4.59379,256440.0,53.03,5349.0,4.531,0.851,16.739,0,0,0,0,0,3.0211569737613537,12.454653897641244,3.9895394478559743,0.6157260335913605
K01628.02,CONFIRMED,1.772451066,2.4592,79.2,1.02,6243.0,4.406,1.149,12.949,0,0,0,0,0,1.0197317903120542,4.384523514872469,0.7030975114131134,0.7650026176603735
K03384.02,CONFIRMED,19.9158863,6.191,143.2,1.41,6047.0,4.387,1.092,13.204,0,0,0,0,0,3.0405089802812753,4.971201224850849,0.8796267475025636,0.7381205462026765
K03385.01,FALSE POSITIVE,54.061328105,4.48223,79684.0,88.28,5786.0,4.318,1.112,15.231,0,0,0,0,0,4.0084476204733175,11.285836641293734,4.491777498633001,0.7476353658440151
K03386.01,FALSE POSITIVE,34.525990182,4.47294,67161.0,54.35,6123.0,4.396,1.049,15.142,0,0,0,0,0,3.5702645464166807,11.114862890378806,4.013676659154646,0.7173518692567626
K07750.01,CANDIDATE,494.485085,3.905,385.3,5.03,6303.0,3.774,2.553,12.088,0,0,0,0,0,6.205537252408828,5.956614269672236,1.7967470107390942,1.26779231703889
K03387.01,FALSE POSITIVE,14.2821417,2.068,224.9,1.08,5374.0,4.588,0.726,15.13,0,0,0,0,0,2.7266849375289386,5.420092423473958,0.7323678937132266,0.5458065926612362
K03452.01,FALSE POSITIVE,18.64532882,3.63893,433820.0,61.81,5931.0,4.554,0.845,15.511,0,0,0,0,0,2.977839590971641,12.980387285608469,4.140114296466289,0.6124792774924905
K03454.01,FALSE POSITIVE,20.882125422,8.03365,233450.0,66.27,6335.0,4.427,1.072,15.6,0,0,0,0,0,3.085670112781157,12.360727483962409,4.208714372037514,0.7285143243972366
K03455.01,CANDIDATE,14.0545718,4.066,274.3,1.45,5783.0,4.539,0.88,15.802,0,0,0,0,0,2.7116817191512577,5.617861412148562,0.8960880245566356,0.6312717768418579
K03456.01,CONFIRMED,30.8609783,4.216,128.9,1.08,5627.0,4.552,0.833,12.988,0,0,0,0,0,3.4613820102251656,4.866764923676554,0.7323678937132266,0.6059539688575679
K07769.01,FALSE POSITIVE,3.652810043,1.5132,119.4,0.89,5213.0,4.489,0.831,15.602,0,0,0,0,0,1.5374713473998922,4.79081953287472,0.636576829071551,0.6048622656923737
K03457.01,FALSE POSITIVE,15.65134872,4.1553,3104.0,118.33,6552.0,3.586,3.289,12.429,0,0,0,0,0,2.8124912173499936,8.040768994367578,4.781892764381564,1.4560536055347435
K00332.02,CANDIDATE,6.86674226,4.216,47.2,0.79,5914.0,4.396,1.135,13.046,0,0,0,0,0,2.0626440326393194,3.8753590210565547,0.5822156198526637,0.7584666466805878
K01806.03,CONFIRMED,8.37159554,5.252,98.0,2.39,6426.0,4.013,1.775,13.474,0,0,0,0,0,2.237683363504306,4.59511985013459,1.220829921392359,1.0206507471983979
K03532.01,FALSE POSITIVE,286.1755875,16.1025,328540.0,63.23,5904.0,4.471,0.946,15.138,0,0,0,0,0,5.660093831820269,12.702416918859962,4.162470391269701,0.6657759837638133
K03533.01,FALSE POSITIVE,152.15144795,26.8612,151820.0,53.89,6217.0,4.472,0.989,14.61,0,0,0,0,0,5.031427287690507,11.930457474296531,4.005331182561798,0.6876319998718351
K07783.01,FALSE POSITIVE,0.542636318,1.2536,74.6,1.39,5277.0,3.96,1.633,14.458,0,0,0,0,0,0.4334928476089602,4.3254562831854875,0.8712933659434192,0.9681238805141723
K03534.01,FALSE POSITIVE,29.911334059,7.26916,354380.0,47.83,5303.0,4.632,0.704,16.128,0,0,0,0,0,3.431122914675639,12.778127884537753,3.888344878073569,0.532978428407124
K03535.01,FALSE POSITIVE,5.877122485,4.71655,362900.0,125.68,5702.0,3.807,1.821,15.177,0,0,0,0,0,1.9282003209977592,12.801885348777414,4.841664221670439,1.0370914320198592
K03618.01,FALSE POSITIVE,10.636305846,5.17212,216060.0,64.91,6781.0,4.221,1.345,17.035,0,0,0,0,0,2.4541300247495395,12.283316054204244,4.188290175064629,0.8522854018982426
K03619.01,FALSE POSITIVE,2.1032389,6.4774,24852.0,36.63,5546.0,4.587,0.786,13.171,0,0,0,0,0,1.1324463725123326,10.120733748584254,3.627801604605346,0.5799784824543073
K03620.01,FALSE POSITIVE,46.698200933,3.57049,54592.0,38.79,5772.0,4.518,0.756,15.267,0,0,0,0,0,3.86489368089371,10.90766094838581,3.683615624438837,0.5630384952129249
K01905.02,CONFIRMED,15.99560373,3.471,221.7,1.04,4955.0,4.61,0.721,14.017,0,0,0,0,0,2.8329547064947582,5.405825574263321,0.712949807856125,0.5429055172294024
K03621.01,FALSE POSITIVE,4.39451798,2.9527,223620.0,65.76,3695.0,4.773,0.483,16.705,0,0,0,0,0,1.6853832490280798,12.317707933563286,4.2011040987936346,0.39406706315579504
K03388.01,FALSE POSITIVE,25.9518795,21.569,1312.3,35.1,5753.0,4.335,1.078,14.997,0,0,0,0,0,3.2940530351830075,7.180298332591114,3.586292865338835,0.7314058926770357
K03389.01,CANDIDATE,29.7681831,9.425,159.9,3.98,5640.0,3.679,2.916,14.564,0,0,0,0,0,3.4264811398167563,5.080783053998338,1.6054298910365616,1.3650707246682638
K03390.01,FALSE POSITIVE,56.048096688,4.04427,53726.0,42.62,5222.0,4.518,0.78,14.967,0,0,0,0,0,4.043894713578023,10.891670947434848,3.775515760773483,0.5766133643039938
K07751.01,FALSE POSITIVE,2.25161215,2.1,23.9,1.14,9464.0,4.116,2.184,13.085,0,0,0,0,0,1.1791509195052698,3.214867803470662,0.76080582903376,1.1581382679821366
K03391.01,CANDIDATE,36.7662364,3.305,579.5,1.28,4342.0,4.699,0.54,15.903,0,0,0,0,0,3.6314154865383754,6.3638898011379466,0.8241754429663495,0.43178241642553783
K03392.01,FALSE POSITIVE,50.35545898,5.51863,107140.0,31.66,5936.0,4.501,0.965,15.724,0,0,0,0,0,3.9387712399743826,11.581901002973623,3.486151087542319,0.6754922453212245
K03458.01,CONFIRMED,14.0328775,6.684,210.9,1.45,6063.0,4.47,1.001,15.652,0,0,0,0,0,2.710239635873056,5.356114465274254,0.8960880245566356,0.6936470556015963
K03459.01,CONFIRMED,13.2226149,4.337,261.7,1.75,5931.0,4.545,0.863,15.208,0,0,0,0,0,2.6548332963584946,5.571012696691494,1.0116009116784799,0.6221880916194514
K01750.02,CANDIDATE,2.53742164,1.563,104.5,0.93,5447.0,4.481,0.917,14.8,0,0,0,0,0,1.2633981114872646,4.658710952916121,0.6575200029167942,0.6507614640635074
K07770.01,FALSE POSITIVE,3.54828691,3.281,70.9,1.69,6573.0,4.01,1.987,13.79,0,0,0,0,0,1.514750658770994,4.275276264727001,0.9895411936137477,1.0942695392339727
K03460.01,CANDIDATE,62.596544,11.477,223.1,2.25,5934.0,4.173,1.509,14.451,0,0,0,0,0,4.152559129246984,5.4120923808068815,1.1786549963416462,0.9198842673842852
K03461.01,FALSE POSITIVE,18.79852,4.795,487.4,2.04,4808.0,4.589,0.715,16.153,0,0,0,0,0,2.9856071874320103,6.1911347422365495,1.1118575154181303,0.5394130806179032
K03536.01,FALSE POSITIVE,156.51657398,12.2259,113340.0,61.44,6002.0,4.354,1.084,13.375,0,0,0,0,0,5.059530684348277,11.638156252695099,4.134206095647231,0.7342891238911206
K03537.01,FALSE POSITIVE,1.366946478,3.37701,158640.0,43.45,5353.0,4.527,0.757,15.002,0,0,0,0,0,0.8616007185313729,11.974399066754243,3.794364961959914,0.5636078092049601
K03538.01,FALSE POSITIVE,313.09275066,14.3447,445610.0,47.52,5067.0,4.596,0.673,15.638,0,0,0,0,0,5.7496883265584255,13.007201653107398,3.8819760840758493,0.514618422004687
K07782.01,FALSE POSITIVE,0.566813677,2.458,61.2,0.77,6106.0,4.487,0.966,15.644,0,0,0,0,0,0.44904405202852393,4.130354999745133,0.5709795465857378,0.6760010217249748
K03539.01,FALSE POSITIVE,157.32263943,21.9232,153930.0,56.66,6109.0,4.472,0.989,15.291,0,0,0,0,0,5.064634972643468,11.944259729042448,4.054563692210256,0.6876319998718351
K03540.01,FALSE POSITIVE,9.53040216,5.95809,321540.0,60.49,5501.0,4.438,0.912,14.689,0,0,0,0,0,2.354266517249453,12.68088034174508,4.118874559965378,0.6481498146292095
K03627.01,FALSE POSITIVE,4.218512654,3.62939,23417.0,16.67,6185.0,4.472,0.991,15.232,0,0,0,0,0,1.6522124291097522,10.06126023640867,2.871868286331605,0.6886370250820593
K03627.02,FALSE POSITIVE,8.529991199,3.9954,20084.0,44.86,6185.0,4.472,0.991,15.232,0,0,0,0,0,2.2544437941609625,9.907728546793383,3.8255932774297583,0.6886370250820593
K03628.01,FALSE POSITIVE,3.47140045,1.55,70.8,1.08,5780.0,4.438,1.0,19.033,1,1,1,1,1,1.4977016593336374,4.273884476054178,0.7323678937132266,0.6931471805599453
K03629.01,FALSE POSITIVE,1.922862476,3.4594,101270.0,70.65,6408.0,4.246,1.303,15.925,0,0,0,0,0,1.0725634360999337,11.52555537087025,4.271793154274181,0.8342126208385481
K00352.02,CONFIRMED,16.00747237,1.267,277.6,2.99,5857.0,4.204,1.305,13.77,0,0,0,0,0,2.833652798658367,5.629777061345705,1.3837912309017721,0.8350806764486118
K03393.01,CONFIRMED,54.6493679,7.962,432.5,2.64,5751.0,4.234,1.282,15.335,0,0,0,0,0,4.019070719166479,6.071891796220597,1.2919836816486494,0.8250522514398839
K01650.02,CONFIRMED,100.8276725,8.39,1778.8,4.35,5301.0,4.391,0.977,15.28,0,0,0,0,0,4.623281899200368,7.4842562774227614,1.6770965609079151,0.6815805441884798
K03394.01,CANDIDATE,15.5764061,5.382,257.1,1.79,6214.0,4.442,1.076,15.491,0,0,0,0,0,2.807980365053032,5.553347106724568,1.0260415958332743,0.7304429653036423
K03395.01,CANDIDATE,10.00506974,3.481,143.3,1.11,5912.0,4.453,0.924,14.634,0,0,0,0,0,2.398356052077837,4.971894465779825,0.7466879474879752,0.6544063522435147
K07753.01,FALSE POSITIVE,0.905675699,1.701,73.2,0.77,5730.0,4.518,0.903,15.384,0,0,0,0,0,0.6448366433261233,4.3067641501733345,0.5709795465857378,0.6434315883140125
K03396.01,CANDIDATE,36.2580749,5.917,380.3,1.82,5818.0,4.554,0.848,15.553,0,0,0,0,0,3.6178686971720073,5.943586466863518,1.0367368849500223,0.6141039732194924
K03462.01,CANDIDATE,12.4326997,7.81,240.3,1.88,5480.0,4.22,1.229,15.916,0,0,0,0,0,2.5976920104375565,5.4860409726309864,1.0577902941478545,0.8015530544037318
K03462.02,CANDIDATE,30.9902997,9.454,321.5,2.21,5480.0,4.22,1.229,15.916,0,0,0,0,0,3.4654327224702146,5.776103136235827,1.1662709371419244,0.8015530544037318
K03464.01,FALSE POSITIVE,15.9750417,3.549,643.5,90.37,5220.0,3.52,3.456,13.933,0,0,0,0,0,2.831744129995498,6.468474822379242,4.514917197010529,1.494251502624983
K03465.01,CONFIRMED,16.0505464,3.171,94.4,0.81,5428.0,4.563,0.853,13.136,0,0,0,0,0,2.836182250136855,4.558078578454241,0.5933268452777344,0.6168059473032227
K07771.01,FALSE POSITIVE,0.805267592,0.887,146.6,1.35,6268.0,4.429,1.1,15.881,0,0,0,0,0,0.5907088312123498,4.994505912166372,0.8544153281560676,0.7419373447293773
K03466.01,FALSE POSITIVE,11.082622625,6.62584,268720.0,48.38,5831.0,4.503,0.922,16.411,0,0,0,0,0,2.491768273661393,12.50142894562489,3.8995454839170334,0.6533663105481008
K03541.01,FALSE POSITIVE,421.42848194,8.60447,96654.0,54.16,6235.0,4.034,1.708,13.769,0,0,0,0,0,6.046020158954057,11.478903216355793,4.010238052925101,0.9962103550500285
K01823.02,FALSE POSITIVE,1.096587245,3.0287,541.2,168.68,5869.0,4.513,0.942,13.954,0,0,0,0,0,0.7403109013585719,6.295634937064565,5.133914310256427,0.6637183698691331
K03542.01,FALSE POSITIVE,3.012476415,3.31903,198400.0,58.77,6015.0,4.329,1.088,14.776,0,0,0,0,0,1.3894086105572394,12.198045514142787,4.0905038628361625,0.7362066700203923
K03543.01,FALSE POSITIVE,204.74104758,20.5357,333800.0,97.39,6517.0,4.211,1.44,13.841,0,0,0,0,0,5.326618327456228,12.718300286011257,4.588939172877674,0.8919980393051105
K07727.01,FALSE POSITIVE,0.759740194,3.252,42.5,0.67,6046.0,4.478,1.007,14.92,0,0,0,0,0,0.5651661811081374,3.7727609380946383,0.5128236264286637,0.696641069814201
K03544.01,FALSE POSITIVE,4.664186517,4.0639,555380.0,278.81,5062.0,3.515,3.579,16.144,0,0,0,0,0,1.734163286110529,13.227409643690994,5.634110801406882,1.5214806336749584
K03545.01,FALSE POSITIVE,1.092066399,2.97608,401890.0,40.74,4556.0,4.67,0.576,15.896,0,0,0,0,0,0.7381522851827372,12.903936186556296,3.7314599016490546,0.45488999143568737
K03613.01,FALSE POSITIVE,3.053578643,3.22884,52880.0,35.35,5414.0,4.625,0.714,15.74,0,0,0,0,0,1.3996001065155947,10.875799385088063,3.5931942039795284,0.538829820175588
