kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_depth_missing,koi_prad_missing,koi_srad_missing,koi_steff_missing,koi_slogg_missing,koi_period_log,koi_depth_log,koi_prad_log,koi_srad_log
K00752.01,CONFIRMED,9.48803557,2.9575,615.8,2.26,5455.0,4.467,0.927,15.347,0,0,0,0,0,2.3502351379506896,6.4245448222491195,1.1817271953786161,0.6559643894322293
K00752.02,CONFIRMED,54.4183827,4.507,874.8,2.83,5455.0,4.467,0.927,15.347,0,0,0,0,0,4.014911356403454,6.775137754367298,1.3428648031925547,0.6559643894322293
K00753.01,CANDIDATE,19.89913995,1.7822,10829.0,14.6,5853.0,4.544,0.868,15.436,0,0,0,0,0,3.039708007406348,9.290075339995036,2.747270914255491,0.6248683398066509
K00754.01,FALSE POSITIVE,1.736952453,2.40641,8079.2,33.46,5805.0,4.564,0.791,15.597,0,0,0,0,0,1.0068450579675678,8.997171903684052,3.5397992310997837,0.5827741230785748
K00755.01,CONFIRMED,2.525591777,1.6545,603.3,2.75,6031.0,4.438,1.046,15.509,0,0,0,0,0,1.2600483021739617,6.404070763367513,1.3217558399823195,0.7158866675294348
K00756.01,CONFIRMED,11.09432054,4.5945,1517.5,3.9,6046.0,4.486,0.972,15.714,0,0,0,0,0,2.492735965551391,7.325478284485803,1.589235205116581,0.6790482561804436
K00756.02,CONFIRMED,4.13443512,3.1402,686.0,2.77,6046.0,4.486,0.972,15.714,0,0,0,0,0,1.6359698314871762,6.532334292222349,1.3270750014599193,0.6790482561804436
K00756.03,CONFIRMED,2.56658897,2.429,226.5,1.59,6046.0,4.486,0.972,15.714,0,0,0,0,0,1.2716096684503242,5.427150238391005,0.9516578757114464,0.6790482561804436
K00114.01,FALSE POSITIVE,7.36178958,5.022,233.7,39.21,6227.0,3.986,1.958,12.66,0,0,0,0,0,2.123672468781356,5.458308102856978,3.6941157209091826,1.084513364288608
K00757.01,CONFIRMED,16.06864674,3.5347,4914.3,5.76,5031.0,4.485,0.848,15.841,0,0,0,0,0,2.8372432565694368,8.500108068358424,1.9110228900548727,0.6141039732194924
K00001.01,CONFIRMED,2.470613377,1.74319,14231.0,13.04,5820.0,4.457,0.964,11.338,0,0,0,0,0,1.244331344043603,9.563248229345671,2.641910398597665,0.6749832099322741
K00002.01,CONFIRMED,2.204735417,3.88864,6674.7,16.1,6440.0,4.019,1.952,10.463,0,0,0,0,0,1.1646295337668027,8.806229346683947,2.8390784635086144,1.082482906738226
K00010.01,CONFIRMED,3.522498429,3.19843,9145.7,14.59,6225.0,4.169,1.451,13.563,0,0,0,0,0,1.509064590913013,9.12114843747994,2.7466296830696852,0.8964961045459756
K00112.02,CONFIRMED,3.709214104,2.6302,131.1,1.16,5833.0,4.407,1.022,12.772,0,0,0,0,0,1.549521037205953,4.883559211528279,0.7701082216960736,0.7040871205982797
K00742.01,FALSE POSITIVE,11.521446064,3.6399,17984.0,150.51,5795.0,4.554,0.848,15.472,0,0,0,0,0,2.527442859321793,9.797293356129725,5.020651629371744,0.6141039732194924
K00743.01,FALSE POSITIVE,19.40393776,12.2155,8918.7,7.18,5043.0,4.591,0.68,15.487,0,0,0,0,0,3.0157279096737497,9.096017592721482,2.1016921506146558,0.5187937934151676
K00744.01,FALSE POSITIVE,19.221388942,4.79843,74284.0,49.29,6117.0,4.496,0.947,15.341,0,0,0,0,0,3.0067409027267433,11.215664326071453,3.9178062501838733,0.6662897263900626
K00745.01,FALSE POSITIVE,16.46983774,9.4378,10479.0,7.94,5152.0,4.517,0.786,15.788,0,0,0,0,0,2.86047583618068,9.257223957875032,2.190535589185423,0.5799784824543073
K00746.01,CONFIRMED,9.27358173,3.2875,1288.3,2.47,4856.0,4.583,0.696,15.302,0,0,0,0,0,2.329575719711571,7.1618547144167914,1.244154593958768,0.5282725373697112
K00747.01,CONFIRMED,6.02930329,1.5821,1912.7,2.85,4537.0,4.648,0.672,15.784,0,0,0,0,0,1.9500875956481645,7.556793819916019,1.3480731482996928,0.5140205146625099
K00748.01,FALSE POSITIVE,2.696370652,3.6129,397.9,1.58,4989.0,4.504,0.819,15.269,0,0,0,0,0,1.307351433383305,5.988710758911361,0.9477893989335261,0.5982868995359851
K00749.01,CONFIRMED,5.349553819,3.0278,831.0,2.55,5185.0,4.44,0.91,15.416,0,0,0,0,0,1.8483845457115093,6.723832440821209,1.2669476034873244,0.6471032420585385
K00749.02,CONFIRMED,3.94105221,2.5984,363.3,1.7,5185.0,4.44,0.91,15.416,0,0,0,0,0,1.5975783064946913,5.897977704014518,0.9932517730102834,0.6471032420585385
K00749.03,CONFIRMED,8.10904807,3.596,217.4,1.3,5185.0,4.44,0.91,15.416,0,0,0,0,0,2.2092682129471237,5.38632824387075,0.832909122935104,0.6471032420585385
K00113.01,FALSE POSITIVE,386.6030528,6.8057,24927.0,41.5,5543.0,4.081,1.58,12.394,0,0,0,0,0,5.959981756146585,10.123746948670474,3.7495040759303713,0.9477893989335261
K00750.01,CONFIRMED,21.67699193,3.4555,857.2,2.95,4954.0,4.5,0.828,15.377,0,0,0,0,0,3.121350839110908,6.7548371725574246,1.3737155789130306,0.6032224730319582
K00751.01,CONFIRMED,4.99677968,2.1717,934.7,2.78,5339.0,4.552,0.847,15.861,0,0,0,0,0,1.7912226051423177,6.841294912281867,1.3297240096314962,0.6135627012171029
K00769.01,CONFIRMED,4.280963604,2.875,750.8,2.3,5644.0,4.564,0.831,15.356,0,0,0,0,0,1.6641085818245085,6.622470331130078,1.1939224684724346,0.6048622656923737
K00770.01,FALSE POSITIVE,1.50635409,1.5155,2211.7,4.53,5714.0,4.563,0.831,15.525,0,0,0,0,0,0.9188291433798816,7.701968768276886,1.7101878155342436,0.6048622656923737
K00771.01,FALSE POSITIVE,670.645531,53.412,18091.0,14.14,5520.0,4.466,0.983,15.207,0,0,0,0,0,6.509730717723765,9.803225130597733,2.717340248009303,0.6846108495376589
K00772.01,FALSE POSITIVE,61.2563628,7.633,5123.3,39.87,6144.0,4.402,1.091,15.25,0,0,0,0,0,4.131260743775976,8.541749209312124,3.7103962975761857,0.7376424204464965
K00773.01,CONFIRMED,38.3775486,5.588,724.2,2.82,5481.0,4.369,1.036,15.172,0,0,0,0,0,3.6731958214003435,6.586447478880696,1.3402504226184837,0.7109870986882764
K00757.02,CONFIRMED,41.19725502,4.6297,2213.9,3.86,5031.0,4.485,0.848,15.841,0,0,0,0,0,3.742355172006892,7.70296253473323,1.5810384379124023,0.6141039732194924
K00757.03,CONFIRMED,6.252962249,2.5819,1036.9,2.65,5031.0,4.485,0.848,15.841,0,0,0,0,0,1.9814099714869908,6.944954719971244,1.2947271675944,0.6141039732194924
K00758.01,CONFIRMED,16.01308419,3.2554,1121.9,3.1,5015.0,4.499,0.826,15.39,0,0,0,0,0,2.833982706256498,7.023669903578493,1.410986973710262,0.6021277821727767
K00759.01,CONFIRMED,32.62876672,4.7971,1804.8,3.36,5586.0,4.56,0.798,15.082,0,0,0,0,0,3.515381853060713,7.498758985873379,1.4724720573609429,0.5866749360494286
K00759.02,CONFIRMED,91.7732862,6.473,652.0,2.12,5586.0,4.56,0.798,15.082,0,0,0,0,0,4.530158734127158,6.481577129276431,1.1378330018213911,0.5866749360494286
K00760.01,CONFIRMED,4.959319244,2.22739,9802.0,12.21,5712.0,4.359,1.082,15.263,0,0,0,0,0,1.7849562537481962,9.190443740261726,2.580974118534234,0.7333289701927772
K00761.01,FALSE POSITIVE,2.701287801,3.3827,860.4,6.54,5550.0,4.468,0.91,15.54,0,0,0,0,0,1.3086808134176477,6.75855897262001,2.020222182019865,0.6471032420585385
K00762.01,CONFIRMED,4.49876511,3.7362,460.0,2.1,6075.0,4.486,0.969,15.395,0,0,0,0,0,1.7045235415742663,6.133398042996649,1.1314021114911006,0.6775257996569884
K00763.01,FALSE POSITIVE,19.651209505,5.2514,11766.0,12.42,6074.0,4.391,1.063,15.536,0,0,0,0,0,3.0277738893624906,9.37305428246393,2.5967461315435356,0.7241612340891147
K00115.01,CONFIRMED,5.412203927,2.9472,601.6,2.94,5779.0,4.339,1.087,12.791,0,0,0,0,0,1.8582030382028938,6.401253626696201,1.3711807233098425,0.7357276280950636
K00764.01,CONFIRMED,41.43958662,10.5989,2793.1,5.5,5468.0,4.367,1.046,15.4,0,0,0,0,0,3.7480815733590425,7.935265330157098,1.8718021769015913,0.7158866675294348
K00765.01,CONFIRMED,8.35389523,2.2514,1041.6,2.52,5592.0,4.582,0.787,15.317,0,0,0,0,0,2.235792858685056,6.949472872334005,1.2584609896100059,0.5805382361772911
K00766.01,CONFIRMED,4.125543472,3.1744,1487.3,4.43,6174.0,4.417,1.103,15.506,0,0,0,0,0,1.63423656271935,7.3053898079751125,1.691939133945844,0.7433648967205627
K00767.01,CONFIRMED,2.816504904,2.50587,16814.0,12.21,5532.0,4.452,0.955,15.052,0,0,0,0,0,1.3393350572025033,9.73002662417437,2.580974118534234,0.6703901934373291
K00768.01,FALSE POSITIVE,33.93373447,14.561,8503.7,7.34,5040.0,4.628,0.705,15.716,0,0,0,0,0,3.553452966072751,9.048374230839235,2.1210632163706555,0.5335651107354801
K00786.01,CONFIRMED,3.689920099,2.6557,426.7,1.89,5880.0,4.518,0.917,15.242,0,0,0,0,0,1.5454155458525114,6.058422015232863,1.0612565021243408,0.6507614640635074
K00787.01,CONFIRMED,4.431238488,3.15,1010.9,3.25,5714.0,4.428,1.015,15.367,0,0,0,0,0,1.692167190443588,6.919585030735714,1.4469189829363254,0.7006191953986463
K00787.02,CONFIRMED,11.37936986,2.6255,1023.5,3.95,5714.0,4.428,1.015,15.367,0,0,0,0,0,2.51603136612256,6.931959967678955,1.599387576580599,0.7006191953986463
K00788.01,CONFIRMED,26.39432897,3.573,1510.9,3.07,5129.0,4.595,0.763,15.234,0,0,0,0,0,3.3103360200745753,7.321122416986156,1.4036429994545037,0.5670169034157332
K00116.01,CONFIRMED,13.57078281,3.3539,511.7,2.64,5854.0,4.406,1.012,12.882,0,0,0,0,0,2.679018346286148,6.239690878789655,1.2919836816486494,0.6991292522374928
K00115.02,CONFIRMED,7.12594387,3.0014,192.4,1.79,5779.0,4.339,1.087,12.791,0,0,0,0,0,2.0950618900841347,5.264760583019194,1.0260415958332743,0.7357276280950636
K00774.01,FALSE POSITIVE,7.442652004,2.3078,24446.0,15.03,6108.0,4.469,0.956,15.27,0,0,0,0,0,2.1332964777349894,10.104262787988329,2.7744619666214616,0.6709015716126255
K00775.01,CONFIRMED,16.38489988,3.0249,1127.1,2.0,4126.0,4.661,0.615,15.095,0,0,0,0,0,2.8556020064556087,7.028290080610875,1.0986122886681096,0.4793349566746199
K00775.02,CONFIRMED,7.8774163,2.0805,1306.1,2.16,4126.0,4.661,0.615,15.095,0,0,0,0,0,2.183510557460611,7.175566221791506,1.1505720275988207,0.4793349566746199
K00775.03,CONFIRMED,36.4454001,4.007,1122.3,1.99,4126.0,4.661,0.615,15.095,0,0,0,0,0,3.62288387464892,7.0240260606475236,1.095273387402595,0.4793349566746199
K00776.01,CONFIRMED,3.728732147,2.683,5226.5,6.02,5497.0,4.577,0.809,15.523,0,0,0,0,0,1.5536571215416388,8.56168843130279,1.9487632180377197,0.5927742064131581
K00777.01,CANDIDATE,40.4195037,3.362,6256.0,7.51,5446.0,4.507,0.781,15.487,0,0,0,0,0,3.723751873761417,8.741456115998364,2.1412419425852827,0.5771750043075246
K00778.01,CONFIRMED,2.243380573,1.1196,821.7,1.99,4149.0,4.698,0.564,15.135,0,0,0,0,0,1.1766161725830342,6.712591614174885,1.095273387402595,0.44724664212311926
K00779.01,FALSE POSITIVE,10.405998015,6.5036,14489.0,11.23,5746.0,4.393,0.924,15.562,0,0,0,0,0,2.43413935870312,9.581214035314728,2.503891949699081,0.6544063522435147
K00780.01,CONFIRMED,2.337437946,1.9982,971.2,2.34,5005.0,4.595,0.765,15.334,0,0,0,0,0,1.2052034305947152,6.879561544611355,1.205970806988609,0.5681506903852601
K00780.02,CANDIDATE,7.2406612,0.558,556.4,19.45,5005.0,4.595,0.765,15.334,0,0,0,0,0,2.1090805834205524,6.323283115047848,3.017982882488811,0.5681506903852601
K00115.03,CANDIDATE,3.43591631,3.133,23.2,0.55,5779.0,4.339,1.087,12.791,0,0,0,0,0,1.489734203214572,3.186352633162641,0.4382549309311553,0.7357276280950636
K00781.01,CONFIRMED,11.59822233,2.5237,2804.5,2.65,3688.0,4.79,0.473,15.937,0,0,0,0,0,2.5335557190833837,7.939337055191027,1.2947271675944,0.3873011374804932
K00782.01,CONFIRMED,6.575315881,4.3084,2793.3,5.31,5992.0,4.415,0.989,15.312,0,0,0,0,0,2.024895050988039,7.9353369069948645,1.8421356765531218,0.6876319998718351
K00783.01,CONFIRMED,7.275040844,7.5377,3001.0,4.86,5485.0,4.556,0.867,15.08,0,0,0,0,0,2.1132438570817613,8.007034012193408,1.7681496035889213,0.6243328645595856
K00784.01,CONFIRMED,19.27153892,2.7594,1219.8,1.93,4077.0,4.702,0.56,15.385,0,0,0,0,0,3.009217878647665,7.107261660530193,1.0750024230289759,0.44468582126144574
K00784.02,CONFIRMED,10.06524317,1.369,1053.3,1.91,4077.0,4.702,0.56,15.385,0,0,0,0,0,2.4038089497640187,6.9606323185829035,1.068153081183401,0.44468582126144574
K00785.01,CONFIRMED,12.3935651,3.8896,916.6,2.66,5557.0,4.603,0.75,15.505,0,0,0,0,0,2.5947743751981243,6.821761565815161,1.297463147413275,0.5596157879354227
K00116.02,CONFIRMED,43.84439721,6.802,615.2,2.87,5854.0,4.406,1.012,12.882,0,0,0,0,0,3.8031986578473376,6.423571586162567,1.3532545070416904,0.6991292522374928
K00798.01,FALSE POSITIVE,3.341913228,3.813,725.3,21.55,5295.0,4.551,0.811,15.629,0,0,0,0,0,1.4683150869173962,6.587963152612122,3.1157350659486873,0.5938791789012764
K00799.01,FALSE POSITIVE,1.626630225,2.1145,1620.6,32.43,5735.0,4.41,0.973,15.279,0,0,0,0,0,0.9657017413744725,7.39116859513779,3.509453700432007,0.6795552270404783
K00800.01,CONFIRMED,2.711504086,3.0099,837.5,3.12,6214.0,4.442,1.076,15.541,0,0,0,0,0,1.3114372084774586,6.731614581263264,1.415853163361435,0.7304429653036423
K00800.02,CONFIRMED,7.21203748,4.0491,950.4,3.32,6214.0,4.442,1.076,15.541,0,0,0,0,0,2.1056010631988777,6.857934583998181,1.463255402256019,0.7304429653036423
K00789.01,FALSE POSITIVE,14.1798187,2.505,459.9,1.88,5799.0,4.539,0.878,15.727,0,0,0,0,0,2.7199668285496528,6.133181099726462,1.0577902941478545,0.6302073807860712
K00790.01,CONFIRMED,8.47237911,2.7245,1123.5,2.59,5354.0,4.587,0.788,15.339,0,0,0,0,0,2.2483801016227942,7.02509377139937,1.2781522025001875,0.5810976767513224
K00790.02,CONFIRMED,60.4189369,5.039,931.3,2.36,5354.0,4.587,0.788,15.339,0,0,0,0,0,4.117718206168643,6.837654651302648,1.2119409739751128,0.5810976767513224
K00791.01,CONFIRMED,12.611904345,5.1497,6105.6,7.4,5795.0,4.508,0.919,15.14,0,0,0,0,0,2.610944729358605,8.717125432469853,2.128231705849268,0.6518042170255629
K00792.01,FALSE POSITIVE,1.433769925,1.8868,1976.3,46.58,6017.0,4.22,1.339,15.122,0,0,0,0,0,0.8894414646250481,7.589487556726784,3.8624125048748117,0.849723487602042
K00793.01,FALSE POSITIVE,10.31872301,3.836,871.7,28.59,5927.0,4.409,1.06,15.065,0,0,0,0,0,2.4264582581078145,6.771591854169266,3.3874364664121184,0.7227059828014898
K00794.01,CONFIRMED,2.539183147,2.4282,382.1,2.06,5519.0,4.35,1.062,15.026,0,0,0,0,0,1.2638959510839078,5.9482960517066035,1.1184149159642893,0.7236763855947682
K00795.01,CONFIRMED,6.770300385,2.0844,1304.0,2.77,5653.0,4.656,0.679,15.591,0,0,0,0,0,2.050308823220453,7.173958319756794,1.3270750014599193,0.5181983780954038
K00796.01,FALSE POSITIVE,0.444291966,2.0792,10967.0,27.51,5255.0,4.678,0.636,15.748,0,0,0,0,0,0.3676192125532573,9.30273722124215,3.3502549029245805,0.4922542381805553
K00797.01,CANDIDATE,10.181584004,3.5089,5741.1,7.73,5988.0,4.541,0.836,15.657,0,0,0,0,0,2.4142681396230374,8.655580276064018,2.166765369851511,0.6075892921982987
K00812.02,CONFIRMED,20.06036336,3.3203,1494.7,1.96,3950.0,4.754,0.493,15.954,0,0,0,0,0,3.047392760118242,7.310349603665281,1.085189268335969,0.4007875185570533
K00812.03,CONFIRMED,46.1842039,4.758,1394.7,1.83,3950.0,4.754,0.493,15.954,0,0,0,0,0,3.854059173443712,7.241151360514599,1.0402767116551463,0.4007875185570533
K00116.04,CONFIRMED,23.9800854,5.351,104.0,1.31,5854.0,4.406,1.012,12.882,0,0,0,0,0,3.218078923426576,4.653960350157523,0.8372475245337022,0.6991292522374928
K00812.04,CONFIRMED,7.82502168,2.186,520.8,1.2,3950.0,4.754,0.493,15.954,0,0,0,0,0,2.1775910594735666,6.257284372702628,0.7884573603642702,0.4007875185570533
K00813.01,CONFIRMED,3.895936525,2.3111,8544.8,7.34,5557.0,4.592,0.774,15.725,0,0,0,0,0,1.5884055804609503,9.053195213168596,2.1210632163706555,0.5732368838873878
K00814.01,CONFIRMED,22.36646466,5.228,986.8,2.32,5395.0,4.615,0.734,15.583,0,0,0,0,0,3.1513018602566065,6.895480248106525,1.199964782928397,0.5504308783583501
K00801.01,CONFIRMED,1.625522174,2.38963,7969.0,9.73,5539.0,4.322,1.106,15.001,0,0,0,0,0,0.9652797996895168,8.98343977178426,2.373043556642607,0.7447904137117838
K00802.01,CANDIDATE,19.620346923,2.0038,21725.0,13.6,5710.0,4.492,0.905,15.562,0,0,0,0,0,3.026278303035061,9.986264978993697,2.681021528714291,0.6444820085786643
K00803.01,FALSE POSITIVE,7.544039,6.222,322.6,17.47,5657.0,4.567,0.824,15.559,0,0,0,0,0,2.145233846814163,5.779508185184337,2.9161477942111484,0.6010318916521397
K00804.01,CONFIRMED,9.02930689,3.1449,1019.8,2.57,5349.0,4.526,0.82,15.387,0,0,0,0,0,2.305511495897141,6.9283419125905255,1.2725655957915476,0.598836501088704
K00805.01,FALSE POSITIVE,10.328035714,7.7915,16918.0,13.28,5627.0,4.359,1.024,15.646,0,0,0,0,0,2.427280689665321,9.736192529758796,2.658859956911438,0.7050757514252192
K00806.01,CONFIRMED,143.2063047,8.9302,10566.0,8.9,5485.0,4.556,0.867,15.403,0,0,0,0,0,4.971244945809082,9.265491216441031,2.2925347571405443,0.6243328645595856
K00116.03,CONFIRMED,6.164876,3.262,55.8,0.79,5854.0,4.406,1.012,12.882,0,0,0,0,0,1.9691907547800644,4.039536325727106,0.5822156198526637,0.6991292522374928
K00806.02,CONFIRMED,60.32494216,6.6188,20280.0,12.19,5485.0,4.556,0.867,15.403,0,0,0,0,0,4.116186646972482,9.917439766154132,2.579458966729223,0.6243328645595856
K00806.03,CONFIRMED,29.1598615,4.803,488.0,1.91,5485.0,4.556,0.867,15.403,0,0,0,0,0,3.406511950954145,6.192362489474872,1.068153081183401,0.6243328645595856
K00807.01,FALSE POSITIVE,1.540397253,2.1541,816.1,25.69,5663.0,4.53,0.915,15.974,0,0,0,0,0,0.9323204676203227,6.705761486390662,3.284288963416433,0.6497176226326093
K00808.01,FALSE POSITIVE,2.99025443,5.414,589.2,1.7,4667.0,4.578,0.731,15.842,0,0,0,0,0,1.3838549957860418,6.380461462508839,0.9932517730102834,0.5486992761940722
K00809.01,CONFIRMED,1.594745374,1.9604,15044.0,11.3,5934.0,4.491,0.893,15.53,0,0,0,0,0,0.9534883900309562,9.618800989064146,2.509599262378372,0.6381628722271858
K00810.01,CONFIRMED,4.783002698,2.335,1008.7,2.5,5170.0,4.574,0.807,15.119,0,0,0,0,0,1.7549230457158305,6.917408536010275,1.252762968495368,0.5916680116100914
K00811.01,CONFIRMED,20.50588921,4.0595,2105.5,3.41,4905.0,4.544,0.761,15.398,0,0,0,0,0,3.068326814369461,7.652783081419071,1.4838746894587547,0.5658818295140691
K00812.01,CONFIRMED,3.340218842,1.9104,1632.6,2.03,3950.0,4.754,0.493,15.954,0,0,0,0,0,1.467924771265008,7.398541447410401,1.1085626195212777,0.4007875185570533
K00828.01,FALSE POSITIVE,2.507089906,2.0067,1339.2,30.26,5926.0,4.506,0.939,15.555,0,0,0,0,0,1.2547866069856992,7.20057413553907,3.4423393249933305,0.6621723762605147
K00829.01,CONFIRMED,18.64932728,4.4056,893.6,3.12,5775.0,4.405,1.053,15.386,0,0,0,0,0,2.9780431026147314,6.7963766909987475,1.415853163361435,0.7193021380367964
K00117.02,CONFIRMED,4.90144976,4.1654,140.7,1.7,5847.0,4.191,1.402,12.487,0,0,0,0,0,1.7751980427608578,4.953712146696635,0.9932517730102834,0.8763017236577918
K00829.02,CONFIRMED,9.75192101,4.793,418.0,2.76,5775.0,4.405,1.053,15.386,0,0,0,0,0,2.375084437213629,6.037870919922137,1.324418957401803,0.7193021380367964
K00829.03,CONFIRMED,38.5576546,5.794,993.0,4.02,5775.0,4.405,1.053,15.386,0,0,0,0,0,3.677759217838212,6.901737206656574,1.6134299337036377,0.7193021380367964
K00830.01,CONFIRMED,3.525632539,2.59959,22335.0,11.58,5150.0,4.572,0.793,15.224,0,0,0,0,0,1.5097573550068193,10.0139550055621,2.5321082512722946,0.5838901946229959
K00815.01,CANDIDATE,34.84398644,2.9315,4523.6,7.61,5509.0,4.482,0.871,15.684,0,0,0,0,0,3.579175810715909,8.417284454436656,2.1529243184396396,0.6264730472919525
K00816.01,CONFIRMED,7.748094239,3.5957,2472.1,5.52,5973.0,4.439,1.085,15.67,0,0,0,0,0,2.1688358753902417,7.813227703420413,1.8748743759385615,0.7347688552507647
K00817.01,CONFIRMED,23.96793669,3.827,1182.3,1.8,3747.0,4.728,0.524,15.414,0,0,0,0,0,3.217592469319637,7.076062424390513,1.0296194171811583,0.42133845726445457
K00817.02,CONFIRMED,8.29561738,1.3421,824.3,1.82,3747.0,4.728,0.524,15.414,0,0,0,0,0,2.2295430396239198,6.715746956598639,1.0367368849500223,0.42133845726445457
K00818.01,CONFIRMED,8.11437482,2.2736,1558.0,2.1,3692.0,4.753,0.517,15.877,0,0,0,0,0,2.2098528177366696,7.351799869057777,1.1314021114911006,0.4167347003663952
K00819.01,FALSE POSITIVE,38.036729482,4.34617,82872.0,27.5,5575.0,4.521,0.932,15.472,0,0,0,0,0,3.6645029845213504,11.32506459446695,3.349904087274605,0.6585557357903262
K00820.01,CANDIDATE,4.64090031,35.512,2450.6,30.09,6463.0,4.5,0.826,15.27,0,0,0,0,0,1.7300436822031695,7.804496151611577,3.4368862240706624,0.6021277821727767
K00011.01,FALSE POSITIVE,3.747838198,5.0642,616.0,13.65,5514.0,4.569,0.826,13.496,0,0,0,0,0,1.5576893982392075,6.424869023905388,2.6844403354630764,0.6021277821727767
K00117.01,CONFIRMED,14.74914825,6.0995,430.2,2.89,5847.0,4.191,1.402,12.487,0,0,0,0,0,2.756786284444221,6.066572019594787,1.358409157630355,0.8763017236577918
K00821.01,CONFIRMED,21.81295996,4.3791,1175.4,3.38,5601.0,4.41,0.999,15.54,0,0,0,0,0,3.127328793769584,7.07021420667984,1.4770487243883548,0.692647055518263
K00822.01,FALSE POSITIVE,7.91936937,3.3148,15148.0,10.34,5690.0,4.588,0.776,15.805,0,0,0,0,0,2.188225245662173,9.625689802158323,2.428336298299606,0.5743636445699783
K00823.01,CANDIDATE,1.028436523,1.8606,8098.0,72.77,6228.0,4.428,0.99,15.202,0,0,0,0,0,0.7072653105940172,8.99949587624899,4.300952144896211,0.688134638736401
K00824.01,CONFIRMED,15.37562369,3.3169,15337.0,11.01,4986.0,4.496,0.833,16.422,0,0,0,0,0,2.7957938687349198,9.638088688324805,2.485739636091892,0.6059539688575679
K00825.01,CONFIRMED,8.10363271,3.161,887.9,2.11,4861.0,4.574,0.732,15.289,0,0,0,0,0,2.208673532765221,6.789984743247629,1.1346227261911428,0.5492768101402434
K00825.02,CONFIRMED,4.71510843,2.506,417.5,1.46,4861.0,4.574,0.732,15.289,0,0,0,0,0,1.7431132699451815,6.03667688992953,0.9001613499442714,0.5492768101402434
K00826.01,CONFIRMED,6.365839713,2.9721,780.7,2.44,5776.0,4.554,0.849,15.09,0,0,0,0,0,1.9968530574005576,6.661471035226285,1.235471471385307,0.6146449524049877
K00827.01,FALSE POSITIVE,5.97581754,3.065,962.4,3.86,6108.0,4.471,0.997,15.546,0,0,0,0,0,1.942449530874712,6.870468694196121,1.5810384379124023,0.6916460544336782
K00839.01,FALSE POSITIVE,2.446737317,4.7211,1177.9,26.25,5764.0,4.548,0.863,15.021,0,0,0,0,0,1.2374280783645648,7.072337079298082,3.305053521109253,0.6221880916194514
K00840.01,CONFIRMED,3.04033046,1.8411,10859.0,8.99,5035.0,4.519,0.791,15.028,0,0,0,0,0,1.396326485657567,9.292841593487926,2.301584592660462,0.5827741230785748
K00841.01,CONFIRMED,15.33528675,3.897,3081.4,5.0,5251.0,4.581,0.817,15.855,0,0,0,0,0,2.7933275992301487,8.033463793311947,1.791759469228055,0.5971867894140341
K00117.04,CONFIRMED,7.95825328,4.377,50.0,1.06,5847.0,4.191,1.402,12.487,0,0,0,0,0,2.192575261553743,3.9318256327243257,0.7227059828014898,0.8763017236577918
K00841.02,CONFIRMED,31.33046135,5.176,5073.8,6.5,5251.0,4.581,0.817,15.855,0,0,0,0,0,3.4760098616633637,8.532042394266444,2.0149030205422647,0.5971867894140341
K00831.01,FALSE POSITIVE,3.9043425,3.831,16228.0,12.28,5810.0,4.526,0.898,15.016,0,0,0,0,0,1.5901210371413113,9.694555044315882,2.5862591440482876,0.6408007001877362
K00832.01,FALSE POSITIVE,9.286358079,3.49949,44791.0,17.61,5670.0,4.523,0.821,15.365,0,0,0,0,0,2.330818559015895,10.70978483102873,2.9236990706541595,0.5993858007454709
K00833.01,FALSE POSITIVE,3.951405455,2.1862,2453.9,31.44,6046.0,4.539,0.869,15.446,0,0,0,0,0,1.599671466583049,7.805841306201446,3.479392229247212,0.6254035284734258
K00834.01,CONFIRMED,23.65369415,8.2183,3341.8,7.89,5739.0,4.191,1.384,15.084,0,0,0,0,0,3.2049267533575603,8.11456405812728,2.1849270495258133,0.8687797492031033
K00834.02,CONFIRMED,13.23352214,6.7372,504.6,3.06,5739.0,4.191,1.384,15.084,0,0,0,0,0,2.6555998965838747,6.225745842832648,1.4011829736136412,0.8687797492031033
K00834.03,CONFIRMED,6.15560285,4.9843,285.0,2.32,5739.0,4.191,1.384,15.084,0,0,0,0,0,1.9678956652242958,5.655991810819852,1.199964782928397,0.8687797492031033
K00834.04,CONFIRMED,2.090811305,3.388,115.9,1.62,5739.0,4.191,1.384,15.084,0,0,0,0,0,1.1284336146996954,4.761318868478023,0.9631743177730056,0.8687797492031033
K00117.03,CONFIRMED,3.180027898,3.5797,120.3,1.53,5847.0,4.191,1.402,12.487,0,0,0,0,0,1.4303179206770722,4.798266815950004,0.9282193027394289,0.8763017236577918
K00834.05,CONFIRMED,50.4467417,7.159,370.3,2.67,5739.0,4.191,1.384,15.084,0,0,0,0,0,3.9405471308286004,5.917010361183034,1.3001916620664788,0.8687797492031033
K00835.01,CONFIRMED,11.76307164,2.9076,1037.3,2.35,4959.0,4.603,0.756,15.208,0,0,0,0,0,2.5465559730851686,6.945340039309408,1.208960345836975,0.5630384952129249
K00835.02,CONFIRMED,56.2279271,3.57,862.7,2.37,4959.0,4.603,0.756,15.208,0,0,0,0,0,4.047042015251316,6.76122548628624,1.2149127443642704,0.5630384952129249
