tfopwg_disp,dec,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,st_tmag,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2,disp_3class,log_orbper,sqrt_pl_rade,log_trandep,rel_radius,depth_norm,compactness
PC,-54.113651,0.087,-0.087,0.082,-0.082,0.003581,-0.003581,2.0916623,1.4e-05,-1.4e-05,0.683,-0.683,5500.0,630.646,-630.646,22.2405,,,13.0013,0.009,-0.009,92.24,-92.24,6600.0,122.0,-122.0,3.83,,,2.36,,,Candidate,1.12870890742547,4.7159834605307935,22.428013929366653,9.423940677966103,2330.5084745762715,0.8862975847457627
PC,-49.765876,0.072,-0.072,0.072,-0.072,0.000907,-0.000907,4.6259138,7.8e-06,-7.8e-06,0.11,-0.11,10220.0,2.24887,-2.24887,14.9419,0.730326,-0.730326,12.2985,0.006,-0.006,23.745,-23.745,7388.0,141.8,-141.8,4.34,0.09,-0.09,1.44,0.07,-0.07,Candidate,1.7273833882297034,3.8654753912035194,23.047612421819817,10.376319444444444,7097.222222222223,3.2124401388888892
PC,-55.451603,,,,,0.002273,-0.002273,4.0211797,1.83e-05,-1.83e-05,0.203,-0.203,3500.0,2.25891,-2.25891,16.4291,0.764497,-0.764497,12.131,0.02,-0.02,,,4881.0,90.5,-90.5,,,,2.79,0.1,-0.1,Candidate,1.613664906095463,4.053282620296788,21.976028805727495,5.8885663082437265,1254.4802867383512,1.4412830465949822
FP,-55.815548,0.039,-0.039,0.041,-0.041,0.003803,-0.003803,4.4433921,2.37e-05,-2.37e-05,0.457,-0.457,6480.0,109.816,-109.816,12.1784,1.48421,-1.48421,12.5449,0.007,-0.007,9.9795,-9.9795,7664.0,143.6,-143.6,4.51,0.08,-0.08,1.23,0.04,-0.04,False,1.6944024143368195,3.4897564384925204,22.591986347464914,9.901138211382113,5268.292682926829,3.6125139024390243
PC,-56.592738,0.047,-0.047,0.045,-0.045,0.001056,-0.001056,3.8331282,8.8e-06,-8.8e-06,0.152,-0.152,10410.0,3.07268,-3.07268,12.9506,0.479444,-0.479444,12.484,0.007,-0.007,10.231,-10.231,8408.0,163.9,-163.9,4.57,0.07,-0.07,1.24,0.04,-0.04,Candidate,1.5754939184784478,3.5986942076258717,23.06603271966935,10.444032258064516,8395.161290322581,3.0912324193548386
PC,-47.790465,0.036,-0.036,0.036,-0.036,0.001403,-0.001403,4.2672965,1.05e-05,-1.05e-05,0.322,-0.322,9340.0,10.186,-10.186,18.7854,1.09746,-1.09746,12.5853,0.006,-0.006,20.34,-20.34,6548.0,127.2,-127.2,4.06,0.09,-0.09,1.79,0.09,-0.09,Candidate,1.6615172328222587,4.3342127312811956,22.957572089294228,10.49463687150838,5217.8770949720665,2.3839645251396644
PC,-48.628391,0.043,-0.043,0.041,-0.041,0.004205,-0.004205,1.5252473,1.03e-05,-1.03e-05,0.318,-0.318,1730.0,3.7708,-3.7708,9.59771,0.753452,-0.753452,12.4016,0.006,-0.006,20.6405,-20.6405,5698.0,131.9,-131.9,3.67,0.08,-0.08,2.44,0.14,-0.14,Candidate,0.9263389985255157,3.098017107764255,21.271387246034134,3.933487704918033,709.016393442623,0.6251013524590164
FP,-44.177389,0.027,-0.027,0.027,-0.027,0.001566,-0.001566,3.2517862,8e-06,-8e-06,0.19,-0.19,18310.0,8.23287,-8.23287,13.6873,,,13.0742,0.006,-0.006,4.5475,-4.5475,5824.0,122.0,-122.0,4.53,,,0.92,,,False,1.4473391769953765,3.699635117143311,23.630713195687445,14.8775,19902.173913043476,3.5345502173913044
PC,-46.621981,2.91,-2.91,2.91,-2.91,0.001809,-0.001809,0.7327757,2.2e-06,-2.2e-06,0.139,-0.139,4490.0,6.12277,-6.12277,,,,13.397,0.006,-0.006,,,5195.1,244.4,-244.4,,,,,,,Candidate,0.5497245736205519,,22.22511853892329,,,
PC,-47.445244,0.047,-0.047,0.047,-0.047,0.000278,-0.000278,1.8237148,8e-07,-8e-07,0.038,-0.038,22920.0,2.67419,-2.67419,12.3326,0.963108,-0.963108,11.9361,0.006,-0.006,0.6925,-0.6925,4581.0,128.1,-128.1,4.51,0.1,-0.1,0.78,0.06,-0.06,Candidate,1.0380533230295943,3.5117801753526656,23.85527572883658,15.81102564102564,29384.615384615383,2.3380958974358976
PC,-36.114458,0.037,-0.037,0.026,-0.026,0.001376,-0.001376,5.6748327,1.31e-05,-1.31e-05,0.722,-0.722,8390.2038219,840.10913,-840.10913,11.6571011,1.0076658,-1.0076658,13.1099,0.006,-0.006,5.2545,-5.2545,4871.0,122.0,-122.0,4.26,,,1.09429,,,Candidate,1.8983441403018022,3.4142497126015843,22.85033065068229,10.65266163448446,7667.258059472352,5.1858581363258365
PC,-25.690599,1.455,-1.455,0.371,-0.371,0.001577,-0.001577,4.420983,1.28e-05,-1.28e-05,0.214,-0.214,3980.0,0.981967,-0.981967,,,,11.406,0.038,-0.038,50.5648,-50.5648,,,,,,,,,,Candidate,1.6902771643205077,,22.104547656494013,,,
PC,-11.977097,0.09,-0.09,0.059,-0.059,0.003023,-0.003023,4.8405428,2.91e-05,-2.91e-05,0.247,-0.247,7030.0,11.4807,-11.4807,8.96118,,,13.0634,0.008,-0.008,18.7785,-18.7785,5875.0,122.0,-122.0,4.4,,,1.08,,,Candidate,1.764823737726477,2.993523008095979,22.67345254291123,8.29738888888889,6509.259259259259,4.481984074074074
PC,-30.171945,0.036,-0.036,0.038,-0.038,0.002117,-0.002117,2.8371201,0.000629,-0.000629,0.199,-0.199,11560.0,10.2969,-10.2969,13.1836,,,13.562,0.007,-0.007,13.8085,-13.8085,5301.0,124.0,-124.0,4.24,,,1.2,,,Candidate,1.3447221112701435,3.6309227477323174,23.170816700277147,10.986333333333334,9633.333333333334,2.36426675
PC,-20.785861,2.133,-2.133,2.131,-2.131,0.0025,-0.0025,2.7519326,0.0007183,-0.0007183,0.734,-0.734,10200.0,116.636,-116.636,,,,13.113,0.018,-0.018,,,,,,,,,,,,Candidate,1.322271067229963,,23.045653557334674,,,
PC,-21.249763,0.042,-0.042,0.033,-0.033,0.003269,-0.003269,0.689421,0.0001702,-0.0001702,0.257,-0.257,3580.0,16.7824,-16.7824,16.3132,,,13.0812,0.008,-0.008,47.07,-47.07,5270.0,122.0,-122.0,,,,2.6,,,Candidate,0.5243858666826818,4.038960262245718,21.99862863763835,6.2743076923076915,1376.923076923077,0.26516192307692305
PC,-20.929269,0.062,-0.062,0.05,-0.05,0.000606,-0.000606,0.426988,3e-07,-3e-07,0.048,-0.048,7230.0,19.3335,-19.3335,11.5872,,,13.1221,0.007,-0.007,7.971,-7.971,5333.5,100.6,-100.6,4.43,,,0.96,,,Candidate,0.35556592920916624,3.403997649822925,22.7015048732554,12.07,7531.25,0.44477916666666667
PC,-21.540781,0.051,-0.051,0.043,-0.043,0.001287,-0.001287,3.4859402,9.3e-06,-9.3e-06,0.347,-0.347,11410.0,69.8695,-69.8695,14.101,,,13.2277,0.009,-0.009,15.998,-15.998,5941.0,122.0,-122.0,4.33,,,1.18,,,Candidate,1.500948105648043,3.7551298246532037,23.157756000908037,11.950000000000001,9669.49152542373,2.954186610169492
CP,-60.357476,,,,,0.000477,-0.000477,2.3505698,2.7e-06,-2.7e-06,0.132,-0.132,11210.0,1.73464,-1.73464,12.9823,1.39342,-1.39342,11.9383,0.007,-0.007,,,5356.0,293.1,-293.1,,,,1.22,0.13,-0.13,Planet,1.2091304209256262,3.6030958910359296,23.140072074119686,10.641229508196721,9188.524590163935,1.9266965573770494
PC,-26.642033,0.064,-0.064,0.064,-0.064,0.003927,-0.003927,4.3497551,2.83e-05,-2.83e-05,0.511,-0.511,1710.0,1.93294,-1.93294,7.82395,0.492717,-0.492717,11.6687,0.007,-0.007,12.3555,-12.3555,5667.3,224.6,-224.6,4.35,2.0,-2.0,1.88,0.1,-0.1,Candidate,1.6770507841592412,2.79713246021707,21.259759208045775,4.161675531914894,909.5744680851064,2.313699521276596
PC,-43.629408,2.966,-2.966,2.966,-2.966,0.00167,-0.00167,5.4913314,0.0003238,-0.0003238,0.1029879,-0.1029879,34135.0717572,654.4279,-654.4279,,,,13.5214,0.006,-0.006,,,6364.0,512.9,-512.9,,,,,,,Candidate,1.8704676560554023,,24.253591190002815,,,
APC,-34.361106,0.047,-0.047,0.041,-0.041,0.000493,-0.000493,1.3287182,2.7e-06,-2.7e-06,0.074926,-0.074926,9179.5074187,421.9412,-421.9412,21.995993,8.590606,-8.590606,12.7602,0.006,-0.006,23.873,-23.873,6273.0,134.7,-134.7,4.08,0.08,-0.08,1.67606,0.0840226,-0.0840226,Candidate,0.8453179874459005,4.68998859273666,22.94023938215442,13.123631015596098,5476.836997899835,0.792762908249108
PC,-12.411672,0.053,-0.053,0.027,-0.027,0.000869,-0.000869,3.5910692,5.4e-06,-5.4e-06,0.103,-0.103,29100.0,12.7087,-12.7087,18.7998,,,13.4767,0.008,-0.008,16.0385,-16.0385,5736.0,124.0,-124.0,4.38,,,1.09,,,Candidate,1.524112938122341,4.33587361439422,24.094004011158223,17.247522935779816,26697.247706422015,3.2945588990825687
CP,-25.524599,0.044,-0.044,0.034,-0.034,0.000896,-0.000896,3.6015056,6.2e-06,-6.2e-06,0.077,-0.077,13630.0,3.15153,-3.15153,12.3972,0.59888,-0.59888,12.7533,0.01,-0.01,7.0945,-7.0945,6055.0,134.4,-134.4,4.46,0.08,-0.08,1.03,0.05,-0.05,Planet,1.5263835542904922,3.5209657766016416,23.33553908272822,12.036116504854368,13233.009708737864,3.4966073786407765
PC,-9.96347,0.133,-0.133,0.134,-0.134,0.001688,-0.001688,4.8701613,1.8e-05,-1.8e-05,0.181,-0.181,12330.0,10.0786,-10.0786,6.13443,,,13.4964,0.008,-0.008,9.9995,-9.9995,5268.0,125.0,-125.0,4.92,,,0.55,,,Candidate,1.7698821121677535,2.4767781491284198,23.235301154203768,11.15350909090909,22418.181818181816,8.854838727272726
PC,-27.218365,0.046,-0.046,0.039,-0.039,0.001136,-0.001136,3.4287311,0.0002998,-0.0002998,0.104,-0.104,34250.0,16.2322,-16.2322,16.9576,,,13.5714,0.007,-0.007,9.2715,-9.2715,5231.0,124.0,-124.0,4.47,,,0.91,,,Candidate,1.4881131096185827,4.117960660326905,24.256952401683844,18.634725274725273,37637.36263736264,3.7678363736263734
APC,-25.014827,0.054,-0.054,0.041,-0.041,0.000548,-0.000548,9.162268,8.2e-06,-8.2e-06,0.149,-0.149,20340.0,19.5479,-19.5479,11.8107,0.824162,-0.824162,11.9316,0.007,-0.007,1.0795,-1.0795,4935.8,113.1,-113.1,4.59,0.08,-0.08,0.75,0.05,-0.05,Candidate,2.3186816455850523,3.436669899772162,23.73585522761599,15.7476,27120.0,12.216357333333333
PC,-27.768338,0.043,-0.043,0.034,-0.034,0.005095,-0.005095,3.8996784,0.001763,-0.001763,0.45,-0.45,3420.0,6.34411,-6.34411,12.1415,0.868678,-0.868678,12.9575,0.007,-0.007,38.39,-38.39,6382.0,128.6,-128.6,3.94,0.09,-0.09,2.01,0.11,-0.11,Candidate,1.589169570309603,3.484465525729879,21.952906388313323,6.040547263681593,1701.492537313433,1.9401385074626867
PC,-6.478452,0.098,-0.098,0.095,-0.095,0.002306,-0.002306,3.2783445,1.51e-05,-1.51e-05,0.324,-0.324,3140.0,2.11311,-2.11311,8.32327,0.585173,-0.585173,12.0682,0.007,-0.007,24.717,-24.717,5940.7,115.2,-115.2,4.13,0.09,-0.09,1.49,0.1,-0.1,Candidate,1.4535661357022307,2.8850077989495975,21.867488637185044,5.586087248322149,2107.3825503355706,2.200231208053691
FP,-44.370051,0.055,-0.055,0.044,-0.044,0.002972,-0.002972,1.6709011,0.0001722,-0.0001722,0.1548183,-0.1548183,1210.5574745,141.96889,-141.96889,5.3730452,0.4731371,-0.4731371,10.8521,0.006,-0.006,3.259,-3.259,7051.0,133.5,-133.5,4.42,0.09,-0.09,1.2684,0.0507437,-0.0507437,False,0.9824159061117075,2.3179830025261188,20.914346814008272,4.236081046988332,954.3972520498265,1.3173297855566068
PC,-37.407655,3.255,-3.255,3.254,-3.254,0.002443,-0.002443,1.8865581,7.8e-06,-7.8e-06,0.329,-0.329,3150.0,6.70357,-6.70357,7.71451,,,12.426,0.006,-0.006,,,5564.2,,,,,,1.36,,,Candidate,1.0600648234992027,2.7775006750674245,21.870668290101413,5.672433823529412,2316.176470588235,1.3871750735294117
PC,-27.062362,0.035,-0.035,0.03,-0.03,0.00036,-0.00036,3.1228396,2.4e-06,-2.4e-06,0.061,-0.061,28060.0,3.30633,-3.30633,13.4539,1.19502,-1.19502,12.7103,0.006,-0.006,1.0065,-1.0065,4262.0,123.0,-123.0,4.49,0.1,-0.1,0.77,0.07,-0.07,Candidate,1.4165421492571038,3.6679558339761944,24.057610911656365,17.472597402597405,36441.55844155844,4.0556358441558436
PC,-48.293622,0.025,-0.025,0.031,-0.031,0.001358,-0.001358,5.7217124,1.21e-05,-1.21e-05,0.1939054,-0.1939054,5455.5856088,266.94058,-266.94058,9.1008936,0.7641938,-0.7641938,12.3012,0.006,-0.006,4.533,-4.533,5541.0,129.6,-129.6,4.28,0.08,-0.08,1.19313,0.0641608,-0.0641608,Candidate,1.9053429435021638,3.0167687349215218,22.419905803320137,7.627746850720373,4572.49889685114,4.795548179997151
PC,-41.194007,0.036,-0.036,0.041,-0.041,0.002962,-0.002962,7.4659746,4.92e-05,-4.92e-05,0.386,-0.386,3570.0,386.882,-386.882,15.9063,4.27322,-4.27322,12.023,0.006,-0.006,15.671,-15.671,6439.0,125.7,-125.7,3.97,0.09,-0.09,1.95,0.09,-0.09,Candidate,2.1360551418579923,3.9882703017724364,21.995831433018072,8.157076923076923,1830.7692307692307,3.828704923076923
PC,-34.690336,0.038,-0.038,0.032,-0.032,0.001619,-0.001619,5.5809252,1.5e-05,-1.5e-05,0.169,-0.169,10780.0,5.1831,-5.1831,8.10167,0.663302,-0.663302,12.7171,0.006,-0.006,1.0185,-1.0185,4455.0,118.0,-118.0,4.53,0.1,-0.1,0.76,0.06,-0.06,Candidate,1.8841753433555968,2.8463432681249112,23.10095840252003,10.660092105263159,14184.21052631579,7.343322631578948
PC,-32.322438,0.053,-0.053,0.054,-0.054,0.000917,-0.000917,3.00782,5.3e-06,-5.3e-06,0.082,-0.082,6510.0,0.844771,-0.844771,12.7824,0.667626,-0.667626,11.9728,0.006,-0.006,12.962,-12.962,5999.1,118.1,-118.1,4.11,0.08,-0.08,1.54,0.08,-0.08,Candidate,1.3882474525944308,3.5752482431294195,22.5966052933205,8.30025974025974,4227.272727272727,1.9531298701298703
PC,-32.419951,2.216,-2.216,2.216,-2.216,0.003534,-0.003534,2.3378096,0.0007971,-0.0007971,0.308,-0.308,6880.0,12.1962,-12.1962,,,,13.5586,0.019,-0.019,,,,,,,,,,,,Candidate,1.2053147834689937,,22.651884489037013,,,
PC,-43.799904,0.047,-0.047,0.048,-0.048,0.001256,-0.001256,4.0257967,9.1e-06,-9.1e-06,0.106,-0.106,7390.0,2251.41,-2251.41,,,,12.148,0.006,-0.006,327.1,-327.1,9045.0,1236.9,-1236.9,,,,,,,Candidate,1.6145839886415319,,22.72339357204184,,,
PC,-44.016324,0.028,-0.028,0.027,-0.027,0.000767,-0.000767,1.6566182,2.8e-06,-2.8e-06,0.146,-0.146,12290.0,2.75962,-2.75962,15.7246,0.747262,-0.747262,12.796,0.006,-0.006,10.5485,-10.5485,6504.0,127.3,-127.3,4.28,0.09,-0.09,1.38,0.06,-0.06,Candidate,0.9770539605548029,3.965425576151947,23.23205176060572,11.394637681159422,8905.797101449276,1.2004479710144929
PC,-46.62453,0.039,-0.039,0.038,-0.038,0.003057,-0.003057,2.3627442,1.55e-05,-1.55e-05,0.495,-0.495,1870.0,2.76657,-2.76657,5.15542,0.326982,-0.326982,11.6828,0.006,-0.006,3.1075,-3.1075,5939.0,131.2,-131.2,4.32,0.08,-0.08,1.18,0.06,-0.06,Candidate,1.2127573668262395,2.270554998232811,21.349204268347666,4.369000000000001,1584.7457627118645,2.002325593220339
PC,-43.688471,0.036,-0.036,0.038,-0.038,0.001615,-0.001615,2.2060441,0.000113,-0.000113,0.1112926,-0.1112926,7122.1032213,158.452,-158.452,18.0034887,0.9988892,-0.9988892,12.3898,0.006,-0.006,19.4875,-19.4875,6313.0,133.3,-133.3,3.89,0.09,-0.09,2.0898499,0.0987737,-0.0987737,Candidate,1.165037809551271,4.243051814437339,22.686468915139823,8.614728119947753,3407.949643321274,1.0555993040457117
PC,-46.080575,0.051,-0.051,0.047,-0.047,0.005221,-0.005221,1.5297119,1.46e-05,-1.46e-05,0.429,-0.429,2410.0,6.05794,-6.05794,9.91839,0.763196,-0.763196,12.5382,0.006,-0.006,33.476,-33.476,6683.0,126.4,-126.4,3.96,0.09,-0.09,2.05,0.11,-0.11,Candidate,0.928105422737561,3.149347551477925,21.602892584863913,4.838239024390244,1175.609756097561,0.7462009268292683
FP,-46.86526,0.025,-0.025,0.025,-0.025,0.001139,-0.001139,5.1627718,1.05e-05,-1.05e-05,0.114,-0.114,19050.0,8.41852,-8.41852,15.0573,0.721584,-0.721584,12.9093,0.006,-0.006,6.1775,-6.1775,6749.0,136.0,-136.0,4.53,0.09,-0.09,1.08,0.05,-0.05,False,1.818526643872864,3.8803736933444952,23.670332938571615,13.941944444444443,17638.888888888887,4.780344259259259
FP,-53.070195,0.039,-0.039,0.035,-0.035,0.00237,-0.00237,2.75753,0.00046,-0.00046,0.164,-0.164,1071.45,2.16867,-2.16867,6.99891,1.46553,-1.46553,10.8387,0.006,-0.006,3.767,-3.767,5776.5,94.0,-94.0,2.99,0.25,-0.25,1.94,0.4,-0.4,False,1.3237618266450564,2.645545312407255,20.79227870916668,3.6076855670103094,552.2938144329897,1.4214072164948455
PC,-32.852693,0.035,-0.035,0.028,-0.028,0.000601,-0.000601,5.20807,6.7e-06,-6.7e-06,0.062,-0.062,29630.0,4.96481,-4.96481,16.3192,0.792529,-0.792529,12.7959,0.006,-0.006,4.3115,-4.3115,5836.5,111.3,-111.3,4.51,0.07,-0.07,0.94,0.04,-0.04,Candidate,1.8258500585905424,4.039702959377087,24.112053198565636,17.360851063829788,31521.276595744683,5.540500000000001
FP,-52.371382,,,,,0.00224,-0.00224,2.090218,1.07e-05,-1.07e-05,0.585,-0.585,8180.0,14.1244,-14.1244,19.2766,1.05728,-1.05728,13.0698,0.009,-0.009,,,6328.0,100.7,-100.7,,,,2.08,0.07,-0.07,False,1.1282416385829208,4.390512498558682,22.824957987683316,9.267596153846153,3932.6923076923076,1.0049125
PC,-50.666102,3.108,-3.108,3.108,-3.108,0.001036,-0.001036,7.7971071,1.53e-05,-1.53e-05,0.193,-0.193,23150.0,17.9785,-17.9785,22.9819,1.02139,-1.02139,13.2952,0.006,-0.006,,,4978.0,83.8,-83.8,,,,1.47,0.05,-0.05,Candidate,2.1744229288014068,4.7939440964617015,23.86526061752185,15.633945578231293,15748.299319727892,5.304154489795918
PC,-50.238323,0.049,-0.049,0.054,-0.054,0.003003,-0.003003,1.6224281,1.17e-05,-1.17e-05,0.345,-0.345,1250.0,3.63941,-3.63941,7.12755,0.504966,-0.504966,11.9236,0.008,-0.008,15.9895,-15.9895,7517.0,147.6,-147.6,4.08,0.08,-0.08,1.98,0.08,-0.08,Candidate,0.9641006443252478,2.669747179041491,20.94640938906062,3.5997727272727276,631.3131313131313,0.8194081313131314
FP,-50.328351,0.037,-0.037,0.033,-0.033,0.001552,-0.001552,3.2891219,1.05e-05,-1.05e-05,0.467,-0.467,8100.0,9.28822,-9.28822,15.1457,0.836322,-0.836322,12.4564,0.007,-0.007,9.7025,-9.7025,6947.0,134.3,-134.3,4.19,0.09,-0.09,1.64,0.07,-0.07,False,1.4560820266743422,3.8917476793851886,22.81512989874826,9.23518292682927,4939.024390243902,2.0055621341463414
FP,-59.528015,0.044,-0.044,0.049,-0.049,0.003299,-0.003299,2.0958074,1.6e-05,-1.6e-05,0.761,-0.761,2350.0,8.78714,-8.78714,7.63843,0.621552,-0.621552,12.3487,0.006,-0.006,15.0295,-15.0295,6793.0,133.3,-133.3,4.2,0.09,-0.09,1.6,0.07,-0.07,False,1.1300487444900762,2.763770974592504,21.57768116552801,4.77401875,1468.75,1.309879625
PC,-54.047081,0.05,-0.05,0.044,-0.044,0.003128,-0.003128,8.61346,1.55e-05,-1.55e-05,0.289,-0.289,12840.0,22.6895,-22.6895,20.6812,1.24041,-1.24041,11.9644,0.006,-0.006,8.81,-8.81,6595.0,129.7,-129.7,4.17,0.09,-0.09,1.6,0.07,-0.07,Candidate,2.263164199806078,4.547658738296004,23.275831135286108,12.925749999999999,8025.0,5.3834124999999995
PC,-56.012801,0.033,-0.033,0.033,-0.033,0.004337,-0.004337,4.2768515,3.97e-05,-3.97e-05,0.536,-0.536,5000.0,5.81623,-5.81623,12.027,,,13.1623,0.006,-0.006,13.413,-13.413,5691.0,122.0,-122.0,3.96,,,1.73,,,Candidate,1.6633296130383675,3.4679965397906614,22.33270374958051,6.952023121387283,2890.1734104046245,2.4721684971098266
FP,-56.069246,0.044,-0.044,0.04,-0.04,0.005164,-0.005164,3.9678136,4.34e-05,-4.34e-05,0.607,-0.607,760.0,1.60833,-1.60833,2.81756,0.194007,-0.194007,11.2123,0.006,-0.006,1.5845,-1.5845,6138.0,132.3,-132.3,4.48,0.08,-0.08,1.03,0.05,-0.05,False,1.6029798237984554,1.6785589057283632,20.44882899256044,2.735495145631068,737.8640776699029,3.852246213592233
PC,-60.624704,0.066,-0.066,0.063,-0.063,0.001334,-0.001334,3.365343,8.7e-06,-8.7e-06,0.129,-0.129,7700.0,1.80776,-1.80776,16.7174,1.07963,-1.07963,12.9119,0.006,-0.006,103.365,-103.365,9582.0,187.8,-187.8,4.3,0.08,-0.08,1.83,0.11,-0.11,Candidate,1.473696765814888,4.088691722299445,22.76448616593592,9.135191256830602,4207.650273224043,1.8389852459016394
PC,-42.010321,0.043,-0.043,0.051,-0.051,0.002059,-0.002059,3.7440143,1.66e-05,-1.66e-05,0.5870531,-0.5870531,1773.5844948,147.42133,-147.42133,7.2887349,3.1000228,-3.1000228,12.0684,0.006,-0.006,17.0205,-17.0205,6048.0,127.9,-127.9,4.03,0.08,-0.08,1.7045799,0.0865728,-0.0865728,Candidate,1.5568836760247766,2.6997657120572516,21.296268474572777,4.275971399169966,1040.4818775582182,2.1964440035929087
PC,-61.011529,0.051,-0.051,0.045,-0.045,0.000547,-0.000547,9.5537684,1.1e-05,-1.1e-05,0.303,-0.303,18260.0,8.74917,-8.74917,18.0441,0.972963,-0.972963,11.9656,0.006,-0.006,4.8905,-4.8905,5816.0,127.1,-127.1,4.25,0.07,-0.07,1.27,0.06,-0.06,Candidate,2.35648299045617,4.247834742548255,23.627978712167998,14.207952755905511,14377.952755905511,7.522652283464566
PC,-61.614319,,,,,0.000835,-0.000835,1.8418712,3.1e-06,-3.1e-06,0.263,-0.263,10500.0,11.8813,-11.8813,,,,13.2464,0.006,-0.006,,,5952.0,528.0,-528.0,,,,,,,Candidate,1.0444627084508733,,23.074641094205127,,,
PC,-54.841235,,,,,0.00141,-0.00141,3.0920297,0.0001531,-0.0001531,0.0930755,-0.0930755,63491.9490893,1437.1854,-1437.1854,,,,13.7563,0.006,-0.006,,,5804.0,285.2,-285.2,,,,,,,Candidate,1.4090411061275565,,24.874178948827506,,,
PC,-57.527088,0.027,-0.027,0.024,-0.024,0.005841,-0.005841,5.4722557,6.15e-05,-6.15e-05,0.574,-0.574,1800.0,3.34215,-3.34215,11.5748,0.804936,-0.804936,12.7007,0.006,-0.006,18.795,-18.795,5847.0,130.7,-130.7,3.57,0.08,-0.08,2.8,0.14,-0.14,Candidate,1.867524687628402,3.4021757744126035,21.311052502404085,4.133857142857143,642.8571428571429,1.9543770357142858
PC,-56.556931,0.03,-0.03,0.025,-0.025,0.005431,-0.005431,1.7946783,1.63e-05,-1.63e-05,0.71,-0.71,2860.0,7.6233,-7.6233,8.71041,,,13.2576,0.006,-0.006,15.075,-15.075,6351.0,122.0,-122.0,4.09,,,1.68,,,Candidate,1.0277170015927524,2.9513403734574566,21.774087462127824,5.184767857142857,1702.3809523809525,1.0682608928571429
PC,-61.463614,0.033,-0.033,0.028,-0.028,0.005607,-0.005607,4.2745762,3.18e-05,-3.18e-05,0.393,-0.393,3620.0,5.94339,-5.94339,10.7453,,,13.2438,0.006,-0.006,21.26,-21.26,6375.0,122.0,-122.0,4.04,,,1.79,,,Candidate,1.6628983349023732,3.278002440511599,22.009739863060332,6.002960893854748,2022.3463687150838,2.388031396648045
PC,-62.783451,0.048,-0.048,0.043,-0.043,0.001972,-0.001972,5.1139634,1.71e-05,-1.71e-05,0.181,-0.181,7090.0,5.34241,-5.34241,12.9912,,,13.1847,0.006,-0.006,19.9175,-19.9175,6451.0,122.0,-122.0,4.21,,,1.49,,,Candidate,1.8105752371896848,3.604330728443215,22.68195117763149,8.718926174496644,4758.3892617449665,3.4321902013422823
PC,-55.479525,0.043,-0.043,0.041,-0.041,0.000912,-0.000912,3.052529,5.7e-06,-5.7e-06,0.065,-0.065,14090.0,2.81234,-2.81234,16.9171,0.764536,-0.764536,12.5422,0.006,-0.006,11.497,-11.497,6802.0,139.1,-139.1,4.32,0.09,-0.09,1.38,0.06,-0.06,Candidate,1.3993411306785855,4.1130402380720765,23.368731162927972,12.258768115942031,10210.144927536232,2.2119775362318843
FP,-59.19729,0.03,-0.03,0.029,-0.029,0.002158,-0.002158,6.5832019,3e-05,-3e-05,0.262,-0.262,5280.0,4.03314,-4.03314,7.13313,0.411681,-0.411681,12.7818,0.006,-0.006,3.2305,-3.2305,5809.0,135.3,-135.3,4.48,0.08,-0.08,0.97,0.05,-0.05,False,2.025935524710519,2.6707920173611424,22.387191934853977,7.353742268041238,5443.298969072165,6.786806082474227
PC,-58.977679,0.027,-0.027,0.026,-0.026,0.001362,-0.001362,5.9594909,1.7e-05,-1.7e-05,0.215,-0.215,15090.0,12.8578,-12.8578,12.8042,,,13.4834,0.006,-0.006,6.381,-6.381,5950.0,122.0,-122.0,4.47,,,1.0,,,Candidate,1.9401063251192645,3.578295683701949,23.437298109792437,12.8042,15090.0,5.9594909
PC,-52.239486,0.02,-0.02,0.023,-0.023,0.00169,-0.00169,6.70145,0.00101,-0.00101,0.172,-0.172,10940.0,17.7796,-17.7796,8.15246,0.860646,-0.860646,12.9317,0.006,-0.006,0.5595,-0.5595,4130.0,128.0,-128.0,4.51,0.11,-0.11,0.74,0.07,-0.07,Candidate,2.0414086228195294,2.8552513024250596,23.115691634031656,11.016837837837837,14783.783783783783,9.056013513513514
PC,-57.223839,0.116,-0.116,0.139,-0.139,0.001389,-0.001389,3.0327366,9.4e-06,-9.4e-06,0.14,-0.14,12000.0,6.33026,-6.33026,19.6858,,,13.4366,0.007,-0.007,140.2,-140.2,7124.0,122.0,-122.0,4.13,,,1.79,,,Candidate,1.3944452025756204,4.436868264891352,23.208172486817745,10.997653631284916,6703.91061452514,1.69426625698324
PC,-56.261649,2.94,-2.94,2.94,-2.94,0.003876,-0.003876,11.2645152,0.0022978,-0.0022978,0.626,-0.626,10110.0,15.9223,-15.9223,,,,13.5566,0.006,-0.006,,,5869.8,175.4,-175.4,,,,,,,Candidate,2.506710149819574,,23.036790870077702,,,
