tfopwg_disp,dec,st_pmraerr1,st_pmraerr2,st_pmdecerr1,st_pmdecerr2,pl_tranmiderr1,pl_tranmiderr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_radeerr1,pl_radeerr2,st_tmag,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_rad,st_raderr1,st_raderr2,disp_3class,log_orbper,sqrt_pl_rade,log_trandep,rel_radius,depth_norm,compactness
FP,-40.516347,0.041,-0.041,0.05,-0.05,0.000242,-0.000242,14.066109,3.4e-06,-3.4e-06,0.0163632,-0.0163632,16514.0482965,111.70845,-111.70845,21.5662738,1.115898,-1.115898,9.1116,0.006,-0.006,0.577,-0.577,6157.0,194.0,-194.0,4.20407,0.308573,-0.308573,1.47641,0.0761156,-0.0761156,False,2.7124477842107315,4.643950236598148,23.527477267577073,14.607239046064441,11185.272584512433,9.527237691427178
PC,54.773557,0.05,-0.05,0.049,-0.049,0.000331,-0.000331,20.3292125,8.7e-06,-8.7e-06,0.278,-0.278,10524.0,166.842,-166.842,14.2065,0.593607,-0.593607,10.0252,0.006,-0.006,1.883,-1.883,6500.6,163.2,-163.2,4.32,0.08,-0.08,1.37,0.06,-0.06,Candidate,3.060077611970482,3.7691510980590843,23.07692420021948,10.36970802919708,7681.751824817517,14.838841240875912
PC,54.773557,0.05,-0.05,0.049,-0.049,0.004304,-0.004304,30.5055627,0.0003279,-0.0003279,1.76,-1.76,1773.0,146.806,-146.806,5.65993,0.375427,-0.375427,10.0252,0.006,-0.006,1.883,-1.883,6500.6,163.2,-163.2,4.32,0.08,-0.08,1.37,0.06,-0.06,Candidate,3.450164123891558,2.3790607390312672,21.295938864602498,4.131335766423358,1294.1605839416056,22.26683408759124
PC,54.773557,0.05,-0.05,0.049,-0.049,0.001767,-0.001767,8.9965133,2.22e-05,-2.22e-05,0.492,-0.492,988.0,47.2118,-47.2118,4.26079,0.214738,-0.214738,10.0252,0.006,-0.006,1.883,-1.883,6500.6,163.2,-163.2,4.32,0.08,-0.08,1.37,0.06,-0.06,Candidate,2.3022363621945283,2.0641681133086034,20.711193256724286,3.1100656934306565,721.1678832116788,6.56679802919708
PC,54.773557,0.05,-0.05,0.049,-0.049,0.034347,-0.034347,,,,0.941,-0.941,1437.0,135.442,-135.442,5.18833,0.365525,-0.365525,10.0252,0.006,-0.006,1.883,-1.883,6500.6,163.2,-163.2,4.32,0.08,-0.08,1.37,0.06,-0.06,Candidate,,2.277790596169894,21.085823444739194,3.7871021897810215,1048.905109489051,
CP,35.389041,0.191,-0.191,0.099,-0.099,0.0026,-0.0026,5.0569708,1.5e-05,-1.5e-05,0.303,-0.303,795.0,46.8359,-46.8359,5.09264,0.286709,-0.286709,9.60892,0.006,-0.006,2.538,-2.538,5818.9,107.5,-107.5,3.95,0.07,-0.07,1.8,0.08,-0.08,Planet,1.801209807118773,2.2566878384038853,20.493852673876468,2.8292444444444445,441.66666666666663,2.8094282222222224
PC,33.878756,0.054,-0.054,0.025,-0.025,0.003525,-0.003525,3.8388774,2.56e-05,-2.56e-05,0.624,-0.624,350.0,37.7777,-37.7777,1.94873,0.152719,-0.152719,9.1993,0.006,-0.006,0.3994,-0.3994,5745.0,124.8,-124.8,4.44,0.08,-0.08,1.01,0.05,-0.05,Candidate,1.5766827516770396,1.3959691973679076,19.673443715304877,1.9294356435643565,346.53465346534654,3.800868712871287
PC,20.856765,0.071,-0.071,0.088,-0.088,0.010687,-0.010687,,,,0.994,-0.994,1000.0,117.536,-117.536,2.4364,0.227903,-0.227903,9.1129,0.006,-0.006,0.1289,-0.1289,4859.0,119.2,-119.2,4.59,0.09,-0.09,0.75,0.05,-0.05,Candidate,,1.5608971779076288,20.72326583794641,3.248533333333333,1333.3333333333333,
PC,-57.087293,0.047,-0.047,0.052,-0.052,0.002278,-0.002278,9.5160627,2.66e-05,-2.66e-05,0.636,-0.636,487.0,44.7622,-44.7622,17.807,,,10.1032,0.006,-0.006,10.005,-10.005,4481.6,49.0,-49.0,,,,8.18,,,Candidate,2.3529038691929562,4.219834119962537,20.003774683100254,2.1768948655256724,59.53545232273839,1.1633328484107581
PC,-67.664501,0.035,-0.035,0.04,-0.04,0.004158,-0.004158,6.8672313,3.01e-05,-3.01e-05,0.38,-0.38,732.0,50.5641,-50.5641,2.31017,0.162042,-0.162042,10.1763,0.006,-0.006,0.4475,-0.4475,5564.0,130.0,-130.0,4.51,0.08,-0.08,0.91,0.05,-0.05,Candidate,2.062706196211451,1.5199243402222362,20.411291073291707,2.5386483516483516,804.3956043956043,7.546408021978022
PC,-67.664501,0.035,-0.035,0.04,-0.04,0.005553,-0.005553,12.9587054,8.04e-05,-8.04e-05,0.735,-0.735,1007.0,69.9874,-69.9874,2.49711,0.190459,-0.190459,10.1763,0.006,-0.006,0.4475,-0.4475,5564.0,130.0,-130.0,4.51,0.08,-0.08,0.91,0.05,-0.05,Candidate,2.6361033566442567,1.5802246675710387,20.730241451675884,2.744076923076923,1106.5934065934066,14.240335604395604
FA,-70.532562,,,,,0.000666,-0.000666,0.8219599,3.4e-06,-3.4e-06,0.048,-0.048,17968.0,413.198,-413.198,,,,10.318,0.035,-0.035,,,3866.3,155.4,-155.4,,,,,,,False,0.5999127898140111,,23.611858234998152,,,
PC,-50.574825,0.066,-0.066,0.052,-0.052,0.002694,-0.002694,4.0610981,1.1e-05,-1.1e-05,0.484,-0.484,558.0,33.4641,-33.4641,2.57627,0.157206,-0.157206,8.5861,0.006,-0.006,0.38085,-0.38085,6193.0,126.0,-126.0,4.38,0.08,-0.08,1.16,0.05,-0.05,Candidate,1.6215834755651262,1.605076322172874,20.1398695221377,2.2209224137931036,481.0344827586207,3.5009466379310346
PC,-65.95319,0.485,-0.485,0.581,-0.581,0.009267,-0.009267,5.6494351,0.0001078,-0.0001078,0.773,-0.773,200.0,17.4892,-17.4892,3.74551,0.290013,-0.290013,8.641,0.019,-0.019,44.3477,-44.3477,5764.0,118.0,-118.0,,,,2.95,0.12,-0.12,Candidate,1.8945319036911097,1.935332012859809,19.11382792951231,1.269664406779661,67.79661016949152,1.9150627457627116
PC,-35.348041,0.083,-0.083,0.07,-0.07,0.003556,-0.003556,7.3120981,2.41e-05,-2.41e-05,0.823,-0.823,1655.0,535.884,-535.884,3.45268,0.640925,-0.640925,10.2443,0.006,-0.006,0.5035,-0.5035,5159.0,129.9,-129.9,4.57,0.09,-0.09,0.8,0.05,-0.05,Candidate,2.1177120559409475,1.858138853799683,21.227066846379667,4.315849999999999,2068.75,9.140122625
APC,-46.429818,0.447,-0.447,0.397,-0.397,0.000615,-0.000615,7.4760689,6e-06,-6e-06,0.0677276,-0.0677276,1443.0305627,59.517487,-59.517487,14.1742091,8.087716,-8.087716,8.8252,0.008,-0.008,14.643,-14.643,6680.0,201.0,-201.0,4.20036,1.91341,-1.91341,2.3351099,0.169547,-0.169547,Candidate,2.1372467692073696,3.7648650839040703,21.090011297179117,6.070039401571635,617.9711553190708,3.2015918822493106
PC,-86.61053,0.034,-0.034,0.041,-0.041,0.0005,-0.0005,2.9852193,4.79e-05,-4.79e-05,0.0426682,-0.0426682,12776.05708,98.83282,-98.83282,17.0487122,0.7939886,-0.7939886,12.0054,0.006,-0.006,5.554,-5.554,6116.0,128.268,-128.268,4.15621,0.0795369,-0.0795369,1.48347,0.0674397,-0.0674397,Candidate,1.3825923420956368,4.129008621933357,23.27083871567945,11.492454987293305,8612.27869791772,2.012321988311189
PC,61.601738,0.044,-0.044,0.038,-0.038,0.003139,-0.003139,10.5789534,0.0002139,-0.0002139,0.6001441,-0.6001441,1530.5878174,135.24345,-135.24345,3.0009044,1.8854746,-1.8854746,11.7085,0.006,-0.006,0.9045,-0.9045,5164.0,121.718,-121.718,4.61221,0.0840312,-0.0840312,0.765045,0.0448845,-0.0448845,Candidate,2.4491890880948763,1.7323118656870073,21.148917693599422,3.922520113195956,2000.6507034226745,13.82788384996961
PC,74.767411,0.063,-0.063,0.073,-0.073,0.000225,-0.000225,0.2939493,3.9e-06,-3.9e-06,0.1045754,-0.1045754,746.4231884,39.061657,-39.061657,0.9372852,0.4824169,-0.4824169,10.8861,0.007,-0.007,0.02455,-0.02455,3359.0,157.0,-157.0,4.89202,0.002116,-0.002116,0.33188,0.0099053,-0.0099053,Candidate,0.25769901447649857,0.9681349079544648,20.43080327534277,2.8241689767385805,2249.075534530553,0.8857095938290949
PC,78.944752,1.111,-1.111,2.709,-2.709,0.003418,-0.003418,,,,0.3761355,-0.3761355,3065.8159708,167.05446,-167.05446,5.6562862,0.4519871,-0.4519871,10.594,0.019,-0.019,,,6487.0,130.842,-130.842,4.438,,,1.0,,,Candidate,,2.3782948093119156,21.84357959335066,5.6562862,3065.8159708,
PC,69.729484,0.042,-0.042,0.064,-0.064,0.002996,-0.002996,,,,0.1884309,-0.1884309,1602.3801725,88.02358,-88.02358,9.531746,0.5117028,-0.5117028,8.03278,0.006,-0.006,0.7765,-0.7765,6534.0,167.195,-167.195,3.84827,0.0916345,-0.0916345,2.2886801,0.0976908,-0.0976908,Candidate,,3.0873525875740206,21.19475596923634,4.164734949196264,700.1328724359512,
PC,42.042931,0.09,-0.09,0.077,-0.077,0.004307,-0.004307,735.797917,0.0059146,-0.0059146,0.7712722,-0.7712722,479.47449,39.119133,-39.119133,2.7674128,1.4511145,-1.4511145,8.89177,0.006,-0.006,0.8695,-0.8695,5972.63,145.705,-145.705,4.28725,0.0868854,-0.0868854,1.24541,0.0684874,-0.0684874,Candidate,6.602313657846981,1.6635542672242465,19.988201251706844,2.222089753575128,384.99328735115347,590.8077797673055
PC,69.086612,0.057,-0.057,0.051,-0.051,0.005062,-0.005062,,,,0.4005351,-0.4005351,789.17357,42.827816,-42.827816,4.5545799,0.334312,-0.334312,8.43041,0.006,-0.006,0.417,-0.417,6477.0,159.34,-159.34,4.16898,0.0879224,-0.0879224,1.56674,0.0651181,-0.0651181,Candidate,,2.134146175874558,20.486496843209363,2.907042585240691,503.70423299334925,
APC,-53.31905,0.048,-0.048,0.059,-0.059,0.003439,-0.003439,,,,0.346517,-0.346517,5126.8337118,266.25946,-266.25946,8.6506071,0.7500227,-0.7500227,12.122,0.006,-0.006,8.586,-8.586,5952.0,131.124,-131.124,4.32279,0.0792247,-0.0792247,1.19221,0.0591759,-0.0591759,Candidate,,2.941191442256012,22.357754095596093,7.255942409474841,4300.277393915501,
PC,-48.958006,0.028,-0.028,0.041,-0.041,0.00806,-0.00806,718.652003,0.0115528,-0.0115528,0.6118858,-0.6118858,479.4666113,36.37981,-36.37981,3.447372,0.2571751,-0.2571751,8.3408,0.006,-0.006,0.33535,-0.33535,6002.0,124.798,-124.798,4.1943,0.0819649,-0.0819649,1.3949,0.0657286,-0.0657286,Candidate,6.578767766002243,1.8567099935100257,19.988184819623637,2.4714115707219158,343.72830403613165,515.1996580400029
PC,-26.066616,0.059,-0.059,0.042,-0.042,0.000979,-0.000979,731.9966539,5.77e-05,-5.77e-05,0.0947228,-0.0947228,16102.9689949,432.6514,-432.6514,10.6774533,0.8291878,-0.8291878,12.0742,0.006,-0.006,1.2805,-1.2805,4722.0,127.053,-127.053,4.55866,0.0931376,-0.0931376,0.756773,0.0555528,-0.0555528,Candidate,6.597141136937624,3.267637265670717,23.502269501618684,14.109189017050026,21278.46658760289,967.2605310971717
KP,-47.154936,0.074,-0.074,0.083,-0.083,0.000885,-0.000885,1.6289322,3.8e-06,-3.8e-06,0.0963656,-0.0963656,2512.1192447,97.33358,-97.33358,1.2145664,0.1581887,-0.1581887,10.8372,0.007,-0.007,0.007,-0.007,3202.0,,,4.86375,,,0.226407,0.0069743,-0.0069743,Planet,0.966577756141707,1.1020736817472778,21.644392554847652,5.364526715163401,11095.589998100764,7.194707760802449
PC,-50.613758,0.055,-0.055,0.055,-0.055,0.003801,-0.003801,,,,0.2434646,-0.2434646,2389.5186523,56.29831,-56.29831,9.3912424,0.3606786,-0.3606786,8.8855,0.006,-0.006,1.1515,-1.1515,7271.0,132.644,-132.644,4.15114,0.0841284,-0.0841284,1.7819099,0.0635578,-0.0635578,Candidate,,3.064513403462285,21.594357782313182,5.270323937254066,1340.9873598547267,
PC,-26.556512,0.073,-0.073,0.07,-0.07,0.002888,-0.002888,,,,0.633131,-0.633131,1566.5840348,190.24838,-190.24838,3.1919762,2.97876,-2.97876,10.3852,0.006,-0.006,0.4299,-0.4299,4713.0,125.814,-125.814,4.49053,0.094358,-0.094358,0.815268,0.0598116,-0.0598116,Candidate,,1.7866102540845332,21.172163312496966,3.915247746753215,1921.5571257549664,
PC,47.090352,0.046,-0.046,0.047,-0.047,0.004166,-0.004166,,,,0.4191926,-0.4191926,1352.2809088,107.12722,-107.12722,6.3590858,0.7648462,-0.7648462,9.61487,0.006,-0.006,2.9095,-2.9095,8450.0,238.967,-238.967,4.31188,0.0728581,-0.0728581,1.67454,0.051191,-0.051191,Candidate,,2.521722784129929,21.025058566505965,3.7975120331553742,807.553661781743,
PC,63.573608,0.055,-0.055,0.059,-0.059,0.003324,-0.003324,19.7468103,0.0001111,-0.0001111,0.2443878,-0.2443878,276.3656087,26.241314,-26.241314,2.6201221,0.1982762,-0.1982762,7.2861,0.006,-0.006,0.16895,-0.16895,6439.2,109.086,-109.086,4.25521,0.0860495,-0.0860495,1.4073499,0.0554572,-0.0554572,Candidate,3.0323925143785755,1.6186791220004044,19.437235219902522,1.8617417743803442,196.37306166718028,14.031201693338664
PC,59.109923,0.025,-0.025,0.025,-0.025,0.010129,-0.010129,,,,0.5549154,-0.5549154,12885.3671957,1372.0309,-1372.0309,11.6792669,20.549295,-20.549295,12.6973,0.007,-0.007,0.444,-0.444,3907.0,157.0,-157.0,4.59828,0.0118829,-0.0118829,0.663933,0.0196111,-0.0196111,Candidate,,3.417494242862744,23.27935817864235,17.591032378267084,19407.631787695445,
PC,78.50475,0.034,-0.034,0.042,-0.042,0.013672,-0.013672,,,,0.4053093,-0.4053093,1323.0928698,243.02011,-243.02011,6.1245707,1.3313838,-1.3313838,9.40853,0.006,-0.006,0.705,-0.705,6608.0,126.063,-126.063,4.32886,0.085504,-0.085504,1.3326,0.0569849,-0.0569849,Candidate,,2.474787000935636,21.003237916743267,4.59595580069038,992.8657285006753,
PC,-1.326372,0.126,-0.126,0.072,-0.072,0.003247,-0.003247,22.6957088,7.61e-05,-7.61e-05,0.5296838,-0.5296838,309.0178416,23.955965,-23.955965,2.2731788,0.9361733,-0.9361733,7.848,0.006,-0.006,0.3429,-0.3429,5988.0,116.407,-116.407,4.28183,0.07806,-0.07806,1.2555,0.0558543,-0.0558543,Candidate,3.1652939684560097,1.5077064701061675,19.548909576237026,1.8105765033851056,246.1312955794504,18.07702811628833
PC,-46.874959,0.092,-0.092,0.062,-0.062,1.023709,-1.023709,5.4496736,0.004653,-0.004653,0.028,-0.028,917.0,2058.33,-2058.33,8.32098,3.71894,-3.71894,10.4679,0.006,-0.006,7.536,-7.536,6760.0,134.7,-134.7,4.21,0.09,-0.09,1.57,0.08,-0.08,Candidate,1.8640295248760597,2.8846108923041944,20.63661803131125,5.299987261146497,584.0764331210191,3.471129681528662
PC,-36.65686,0.087,-0.087,0.073,-0.073,0.002828,-0.002828,3.4268387,0.0007639,-0.0007639,0.486,-0.486,844.0,83.9987,-83.9987,2.12571,0.207657,-0.207657,8.8688,0.006,-0.006,0.084,-0.084,4794.0,126.8,-126.8,4.55,0.1,-0.1,0.77,0.06,-0.06,Candidate,1.4876857175768403,1.4579814813638752,20.553663053745066,2.760662337662338,1096.103896103896,4.45043987012987
PC,-55.347336,1.194,-1.194,1.194,-1.194,0.001138,-0.001138,2.3170053,0.0002089,-0.0002089,0.1155844,-0.1155844,1719.0971731,133.29292,-133.29292,4.4811227,0.8521317,-0.8521317,10.7742,0.006,-0.006,,,5542.0,,,4.438,,,1.0432,,,Candidate,1.1990623577930026,2.11686624518414,21.265065091185114,4.295554735429448,1647.907566238497,2.221055694018405
APC,-42.559071,0.038,-0.038,0.041,-0.041,0.000542,-0.000542,4.3787302,0.0001822,-0.0001822,0.0327373,-0.0327373,30199.2684097,340.06842,-340.06842,21.696241,1.0139132,-1.0139132,11.3425,0.006,-0.006,3.2735,-3.2735,6159.0,194.0,-194.0,4.37691,0.403057,-0.403057,1.22606,0.0565628,-0.0565628,Candidate,1.6824523240112126,4.657922390937831,24.13108353622255,17.695904768119018,24631.150522568227,3.5713832928241684
PC,-50.06171,0.104,-0.104,0.093,-0.093,0.003423,-0.003423,4.3816966,0.0014515,-0.0014515,0.2878004,-0.2878004,2801.3182472,254.27385,-254.27385,10.8739335,1.0668893,-1.0668893,10.6264,0.006,-0.006,17.533,-17.533,6875.0,135.357,-135.357,4.01141,0.0939731,-0.0939731,1.99491,0.110874,-0.110874,Candidate,1.6830036776201878,3.2975647832908455,21.753355946263216,5.450839135600102,1404.2328963211373,2.196438235308861
KP,-44.0587,0.061,-0.061,0.041,-0.041,0.000448,-0.000448,3.7783401,0.0001395,-0.0001395,0.0356989,-0.0356989,24582.4117134,220.33632,-220.33632,13.8305377,0.7528685,-0.7528685,12.0491,0.006,-0.006,3.0635,-3.0635,5443.0,125.717,-125.717,4.54284,0.0835976,-0.0835976,0.863922,0.0462512,-0.0462512,Planet,1.564093226780626,3.718943089104753,23.92529705321175,16.009012040438837,28454.43421211637,4.373473646926459
PC,-40.61341,2.432,-2.432,3.082,-3.082,0.003513,-0.003513,4.243624,0.0011236,-0.0011236,0.2533637,-0.2533637,2634.0168857,153.88577,-153.88577,5.7584838,0.3222442,-0.3222442,11.3648,0.006,-0.006,,,5372.0,,,4.438,,,1.0,,,Candidate,1.6570128623392049,2.3996841042103854,21.691775851294786,5.7584838,2634.0168857,4.243624
PC,-70.986935,0.092,-0.092,0.062,-0.062,0.003974,-0.003974,3.8568001,0.0005007,-0.0005007,0.3310164,-0.3310164,23589.8587425,1684.1556,-1684.1556,12.9539382,1.4774289,-1.4774289,15.331,0.006,-0.006,41.62,-41.62,5009.0,122.0,-122.0,4.49886,,,0.849464,,,Candidate,1.5803798054237757,3.5991579848625705,23.88408274236587,15.249543476827741,27770.286607201717,4.540274926306471
PC,-80.766966,0.051,-0.051,0.061,-0.061,0.000816,-0.000816,2.7086444,7.7e-05,-7.7e-05,0.0664072,-0.0664072,25164.5811952,515.22485,-515.22485,13.966554,0.3519328,-0.3519328,13.6702,0.006,-0.006,5.1615,-5.1615,4848.0,122.0,-122.0,4.47567,,,0.851167,,,Candidate,1.3106664190122672,3.7371853044771544,23.948703334723515,16.408711803911572,29564.79891161194,3.182271399149638
PC,-50.235512,0.054,-0.054,0.054,-0.054,0.006406,-0.006406,10.7715898,0.0090391,-0.0090391,0.4993699,-0.4993699,947.4340655,100.32729,-100.32729,4.1568836,0.3818526,-0.3818526,10.2692,0.006,-0.006,1.134,-1.134,6055.0,133.355,-133.355,4.38226,0.0829728,-0.0829728,1.1335599,0.0530502,-0.0530502,Candidate,2.465688984368257,2.0388436918998964,20.669267905692195,3.6671053730817396,835.804147182694,9.502444290769283
KP,-47.003307,0.107,-0.107,0.099,-0.099,0.000293,-0.000293,4.1661265,8.64e-05,-8.64e-05,0.0214064,-0.0214064,15441.3606576,77.218185,-77.218185,14.5365629,0.6942914,-0.6942914,10.2748,0.006,-0.006,2.157,-2.157,5883.0,133.8,-133.8,4.34,0.08,-0.08,1.15599,0.0548743,-0.0548743,Planet,1.6421231814044308,3.8126844742254766,23.460315503217206,12.574990181575965,13357.69397451535,3.603946833450116
PC,-76.13625,0.033,-0.033,0.039,-0.039,0.001436,-0.001436,3.4414188,0.0003794,-0.0003794,0.1172254,-0.1172254,7380.9342568,265.4622,-265.4622,12.4943419,0.8161452,-0.8161452,12.3872,0.006,-0.006,8.709,-8.709,5965.0,129.887,-129.887,4.16451,0.0814945,-0.0814945,1.43051,0.0689849,-0.0689849,Candidate,1.4909738749485997,3.5347336391869755,22.72216606074438,8.734187038189178,5159.652331546093,2.4057285863083795
PC,-61.059097,0.068,-0.068,0.061,-0.061,0.000919,-0.000919,4.9594992,0.0003679,-0.0003679,0.10074,-0.10074,2778.737264,176.65495,-176.65495,4.6274347,0.9581246,-0.9581246,10.6834,0.006,-0.006,0.6665,-0.6665,4900.0,123.171,-123.171,4.45095,0.08798,-0.08798,0.881258,0.0576381,-0.0576381,Candidate,1.7849864507011677,2.151147298536295,21.74526244023623,5.250942062369931,3153.148412837103,5.62774942184922
PC,-70.455057,0.022,-0.022,0.024,-0.024,0.001407,-0.001407,4.1287427,0.0004288,-0.0004288,0.1219182,-0.1219182,12670.8512175,479.27368,-479.27368,12.0296829,0.8989307,-0.8989307,12.7602,0.006,-0.006,3.714,-3.714,5377.0,132.736,-132.736,4.34978,0.0835442,-0.0835442,1.06754,0.0600302,-0.0600302,Candidate,1.6348605414244766,3.468383326565851,23.262570012803312,11.26860155122993,11869.205104726756,3.867529741274332
CP,-5.181374,0.064,-0.064,0.059,-0.059,0.003888,-0.003888,3.9451359,1.77e-05,-1.77e-05,0.389,-0.389,841.0,51.9043,-51.9043,2.51666,0.161931,-0.161931,10.1755,0.006,-0.006,0.8505,-0.8505,5581.9,76.0,-76.0,4.13,0.12,-0.12,0.99,0.04,-0.04,Planet,1.5984044470024028,1.5863984367112822,20.550102219126284,2.542080808080808,849.4949494949495,3.9849857575757577
PC,-63.050467,0.042,-0.042,0.04,-0.04,0.008472,-0.008472,761.7092276,0.0124641,-0.0124641,0.9243053,-0.9243053,545.0105734,72.50472,-72.50472,2.5578976,1.0798749,-1.0798749,10.2969,0.006,-0.006,0.4995,-0.4995,5599.17,101.967,-101.967,4.37676,0.07279,-0.07279,1.06775,0.0476885,-0.0476885,Candidate,6.636876867694094,1.5993428650542698,20.1163157550081,2.395595972840084,510.4290081011473,713.377876469211
PC,-63.050467,0.042,-0.042,0.04,-0.04,0.015039,-0.015039,904.5347981,0.0110199,-0.0110199,1.2134174,-1.2134174,603.0604952,58.14164,-58.14164,2.7306626,0.424075,-0.424075,10.2969,0.006,-0.006,0.4995,-0.4995,5599.17,101.967,-101.967,4.37676,0.07279,-0.07279,1.06775,0.0476885,-0.0476885,Candidate,6.80852570629241,1.6524716639022892,20.21752807503234,2.557398829313978,564.7955937251229,847.140995645048
PC,-54.898137,0.041,-0.041,0.042,-0.042,0.010849,-0.010849,,,,1.384337,-1.384337,183.6559789,22.280869,-22.280869,2.9487289,1.461674,-1.461674,8.6235,0.006,-0.006,0.777,-0.777,6649.0,135.006,-135.006,3.92964,0.0901185,-0.0901185,2.1245999,0.0933919,-0.0933919,Candidate,,1.7171863323471916,19.028574891093797,1.3878984461968578,86.44261863139502,
PC,-81.272398,0.037,-0.037,0.036,-0.036,0.004676,-0.004676,,,,0.385444,-0.385444,3281.1685561,180.2357,-180.2357,8.3655782,0.5114327,-0.5114327,11.1163,0.006,-0.006,2.416,-2.416,6047.0,124.546,-124.546,4.21587,0.0777621,-0.0777621,1.36681,0.0608467,-0.0608467,Candidate,,2.892330928507317,21.911465463302836,6.120512873040144,2400.6032704618783,
FP,-10.408225,0.072,-0.072,0.056,-0.056,0.001252,-0.001252,2.9932591,0.000284,-0.000284,0.094195,-0.094195,3363.9691586,134.62326,-134.62326,11.8414052,0.6593136,-0.6593136,10.3313,0.008,-0.008,5.1975,-5.1975,6106.0,127.175,-127.175,3.91186,0.0816372,-0.0816372,1.9654,0.0901207,-0.0901207,False,1.3846077145308842,3.4411342897364525,21.93638741123863,6.024933957464129,1711.5951758420676,1.5229770530171975
PC,41.278673,0.036,-0.036,0.041,-0.041,0.001928,-0.001928,3.9759251,0.0005895,-0.0005895,0.1496351,-0.1496351,31337.4687251,1575.3396,-1575.3396,13.4485221,0.8359397,-0.8359397,13.7846,0.007,-0.007,4.4715,-4.4715,4693.0,122.0,-122.0,4.54081,,,0.769415,,,Candidate,1.6046113030727882,3.667222668450881,24.168080302459842,17.47889253523781,40728.95475796547,5.1674650221272005
PC,-23.550217,0.06,-0.06,0.053,-0.053,0.002859,-0.002859,,,,0.2985619,-0.2985619,2315.4424358,104.87388,-104.87388,7.637469,0.6044327,-0.6044327,10.3541,0.006,-0.006,3.5435,-3.5435,6118.81,115.289,-115.289,4.11275,0.080883,-0.080883,1.56229,0.0697462,-0.0697462,Candidate,,2.7635971124604977,21.56286662363221,4.888637192838718,1482.082350779945,
FP,48.008994,0.085,-0.085,0.078,-0.078,0.000469,-0.000469,3.6859958,0.0001092,-0.0001092,0.0339233,-0.0339233,12982.7214564,98.250656,-98.250656,23.322957,1.1153463,-1.1153463,10.9988,0.008,-0.008,12.574,-12.574,6731.3,104.611,-104.611,3.99257,0.0863355,-0.0863355,1.99719,0.0947186,-0.0947186,False,1.5445784437983905,4.829384743422292,23.286885191684767,11.677885929731271,6500.4939221606355,1.8455909552921856
CP,-60.308435,0.051,-0.051,0.056,-0.056,0.001679,-0.001679,,,,0.1165178,-0.1165178,2626.7704894,97.65101,-97.65101,8.1052869,0.3887195,-0.3887195,7.7897,0.006,-0.006,0.4497,-0.4497,6613.0,125.704,-125.704,4.23,0.0873709,-0.0873709,1.4927,0.0646482,-0.0646482,Planet,,2.846978556294374,21.689020978168955,5.429950358410933,1759.7444157566824,
PC,-60.308435,0.051,-0.051,0.056,-0.056,0.001199,-0.001199,,,,0.0730155,-0.0730155,6318.0730583,138.19345,-138.19345,12.8973379,0.5779151,-0.5779151,7.7897,0.006,-0.006,0.4497,-0.4497,6613.0,125.704,-125.704,4.23,0.0873709,-0.0873709,1.4927,0.0646482,-0.0646482,Candidate,,3.591286385127201,22.566680102934658,8.640274603068265,4232.647590473639,
PC,-23.119791,0.091,-0.091,0.117,-0.117,0.004558,-0.004558,,,,0.5495247,-0.5495247,1168.7878058,143.20563,-143.20563,2.6737151,1.0105096,-1.0105096,10.4795,0.006,-0.006,0.41,-0.41,4677.0,130.555,-130.555,4.56264,0.0955044,-0.0955044,0.750312,0.0567965,-0.0567965,Candidate,,1.6351498708069545,20.879232986108153,3.5634710627045814,1557.735723005896,
PC,-63.2505,0.076,-0.076,0.09,-0.09,1.6154,-1.6154,5.322002,0.0069556,-0.0069556,2.615,-2.615,955.0,1895.49,-1895.49,3.84201,1.71526,-1.71526,10.4012,0.006,-0.006,0.40385,-0.40385,4716.0,125.4,-125.4,4.56,0.1,-0.1,0.75,0.05,-0.05,Candidate,1.8440359301489597,1.960104589046207,20.677221899492125,5.12268,1273.3333333333333,7.096002666666667
FP,-42.84928,0.059,-0.059,0.062,-0.062,0.002717,-0.002717,0.579398,0.000108,-0.000108,0.200189,-0.200189,1324.07712,130.15393,-130.15393,5.759676,9.940321,-9.940321,11.1557,0.006,-0.006,1.5515,-1.5515,5688.0,188.0,-188.0,4.48774,0.314376,-0.314376,0.950534,0.137621,-0.137621,False,0.4570437617768821,2.3999324990507547,21.003981541254277,6.059410815394294,1392.9823867426098,0.609550000315612
PC,-66.273142,0.055,-0.055,0.048,-0.048,0.001836,-0.001836,15.5177539,0.0003973,-0.0003973,0.6497104,-0.6497104,3717.3165127,303.62772,-303.62772,9.4825825,5.5894985,-5.5894985,12.2301,0.006,-0.006,11.5245,-11.5245,6314.93,123.047,-123.047,4.18108,0.0839228,-0.0839228,1.49694,0.0735176,-0.0735176,Candidate,2.804435796379364,3.0793802136144213,22.036267877635947,6.334644341122557,2483.276893329058,10.366316552433632
